Store,Product,15/04/2024,22/04/2024,29/04/2024,06/05/2024,13/05/2024,20/05/2024,27/05/2024,03/06/2024
49,103,1.015242518,1.507397651,1.658930828,0,0,0,0,0
50,126,3.003131082,4.458947157,4.907188819,0,0,0,0,0
51,124,4.489408747,6.665721815,7.335802469,0,0,0,0,0
52,126,1.678128281,2.491627946,2.742102197,0,0,0,0,0
52,239,0.41546893,0.616874173,0.67888628,0,0,0,0,0
53,17,7.792100865,11.56944704,12.73248127,0,0,0,0,0
54,17,7.645471917,11.35173735,12.49288602,0,0,0,0,0
54,103,1.146939547,1.702936933,1.874126959,0,0,0,0,0
55,103,1.801928309,2.675442026,2.944394436,0,0,0,0,0
56,126,0.958110348,1.422569743,1.56557548,0,0,0,0,0
57,17,6.356952394,9.43858727,10.38741395,0,0,0,0,0
58,17,6.447093492,9.572425714,10.53470669,0,0,0,0,0
59,126,1.40924458,2.092398547,2.302739726,0,0,0,0,0
60,2,0.54551721,0.809965448,0.891388315,0,0,0,0,0
60,3,1.192534616,1.770634944,1.948630404,0,0,0,0,0
60,4,0.907870454,1.347975253,1.483482279,0,0,0,0,0
60,7,0.673096861,0.999391386,1.09985655,0,0,0,0,0
60,8,0.893871715,1.3271904,1.460608,0,0,0,0,0
60,10,0.607582244,0.902117505,0.992804081,0,0,0,0,0
60,18,0.767526507,1.139597321,1.254156875,0,0,0,0,0
60,19,1.015240091,1.507394047,1.658926862,0,0,0,0,0
60,20,0.755572815,1.121848885,1.234624254,0,0,0,0,0
60,21,0.603842627,0.896565049,0.986693457,0,0,0,0,0
60,22,0.618278858,0.917999475,1.010282608,0,0,0,0,0
60,23,41.80129613,62.06514649,68.30432885,0,0,0,0,0
60,25,1.224364848,1.817895392,2.000641772,0,0,0,0,0
60,28,0.365566419,0.542780617,0.597344369,0,0,0,0,0
60,29,1.267313446,1.881664013,2.07082082,0,0,0,0,0
60,30,0.555000639,0.824046122,0.906884467,0,0,0,0,0
60,33,0.676917727,1.005064478,1.106099937,0,0,0,0,0
60,39,0.445675037,0.661723177,0.728243789,0,0,0,0,0
60,40,0.936487233,1.390464475,1.530242787,0,0,0,0,0
60,41,0.682562523,1.01344568,1.115323671,0,0,0,0,0
60,42,0.748974179,1.112051454,1.223841922,0,0,0,0,0
60,45,1.930498083,2.866338067,3.154480557,0,0,0,0,0
60,47,8.740153809,12.97708389,14.2816227,0,0,0,0,0
60,48,8.432158553,12.51978298,13.77835101,0,0,0,0,0
60,49,0.735038025,1.091359525,1.20106991,0,0,0,0,0
60,51,1.226206396,1.82062966,2.003650907,0,0,0,0,0
60,55,0.987260968,1.465851594,1.613208298,0,0,0,0,0
60,56,0.733458603,1.089014453,1.198489096,0,0,0,0,0
60,61,0.596926445,0.886296137,0.975392248,0,0,0,0,0
60,64,0.763656678,1.13385153,1.247833481,0,0,0,0,0
60,65,0.414014602,0.614714837,0.676509873,0,0,0,0,0
60,67,0.405696101,0.602363809,0.662917241,0,0,0,0,0
60,87,1.098972958,1.631717768,1.795748392,0,0,0,0,0
60,88,1.713822115,2.54462494,2.800426785,0,0,0,0,0
60,89,0.63823021,0.947622565,1.042883599,0,0,0,0,0
60,91,0.610208463,0.906016827,0.997095387,0,0,0,0,0
60,92,0.761634878,1.13084963,1.244529811,0,0,0,0,0
60,94,0.629297704,0.934359884,1.028287668,0,0,0,0,0
60,99,3.93654074,5.844842153,6.432402774,0,0,0,0,0
60,100,0.644102811,0.956342004,1.052479571,0,0,0,0,0
60,105,1.170048909,1.73724893,1.911888216,0,0,0,0,0
60,106,0.639405217,0.949367176,1.044803588,0,0,0,0,0
60,109,2.977355762,4.420676836,4.865071323,0,0,0,0,0
60,111,0.503792561,0.748014104,0.823209228,0,0,0,0,0
60,112,0.600506561,0.891611771,0.981242244,0,0,0,0,0
60,114,1.299092335,1.92884823,2.122748294,0,0,0,0,0
60,116,0.642259381,0.953604942,1.049467362,0,0,0,0,0
60,121,0.45863668,0.680968185,0.749423428,0,0,0,0,0
60,122,0.390913004,0.580414367,0.638761303,0,0,0,0,0
60,124,5.037828038,7.479996175,8.231932854,0,0,0,0,0
60,125,55.98992674,83.13194389,91.4888944,0,0,0,0,0
60,126,8.320666851,12.35424388,13.59617087,0,0,0,0,0
60,128,1.009241979,1.498488254,1.649125802,0,0,0,0,0
60,153,0.523705527,0.777580201,0.855747497,0,0,0,0,0
60,154,1.224298511,1.817796898,2.000533377,0,0,0,0,0
60,156,1.151311048,1.709427589,1.881270098,0,0,0,0,0
60,163,0.382331739,0.567673197,0.624739308,0,0,0,0,0
60,164,0.894853475,1.328648084,1.46221222,0,0,0,0,0
60,165,0.362107745,0.537645296,0.591692813,0,0,0,0,0
60,166,0.389951393,0.578986599,0.637190006,0,0,0,0,0
60,167,0.395964485,0.587914635,0.647015545,0,0,0,0,0
60,168,0.491618761,0.72993886,0.803316946,0,0,0,0,0
60,169,0.741160221,1.100449554,1.211073726,0,0,0,0,0
60,170,0.884884165,1.31384599,1.445922126,0,0,0,0,0
60,172,0.733689758,1.089357665,1.19886681,0,0,0,0,0
60,174,1.246814233,1.851227478,2.037324611,0,0,0,0,0
60,175,0.78835382,1.17052101,1.288189209,0,0,0,0,0
60,176,1.050631628,1.559942201,1.71675749,0,0,0,0,0
60,180,0.992708543,1.473939969,1.622109767,0,0,0,0,0
60,192,0.445010957,0.660737172,0.727158666,0,0,0,0,0
60,201,0.675820946,1.003436015,1.10430777,0,0,0,0,0
60,210,1.083809763,1.609203971,1.770971365,0,0,0,0,0
60,211,1.19913195,1.780430442,1.959410607,0,0,0,0,0
60,213,0.604998035,0.898280559,0.988581421,0,0,0,0,0
60,214,1.533641774,2.277099281,2.50600775,0,0,0,0,0
60,215,0.425366052,0.631569084,0.695058416,0,0,0,0,0
60,216,0.832099636,1.235473312,1.359670929,0,0,0,0,0
60,226,1.664283556,2.471071766,2.71947958,0,0,0,0,0
60,229,1.222005756,1.814392693,1.99678696,0,0,0,0,0
60,235,2.157643215,3.203595453,3.525641196,0,0,0,0,0
60,236,2.169016802,3.220482568,3.544225912,0,0,0,0,0
60,237,1.927827686,2.862373151,3.150117063,0,0,0,0,0
60,240,0.464371363,0.689482847,0.758794038,0,0,0,0,0
60,243,0.557393753,0.827599335,0.910794872,0,0,0,0,0
60,250,0.750710133,1.114628939,1.226678513,0,0,0,0,0
60,263,0.278085748,0.412892285,0.454398838,0,0,0,0,0
60,265,0.440234253,0.653644885,0.719353417,0,0,0,0,0
60,266,0.3985329,0.591728131,0.651212397,0,0,0,0,0
60,267,0.482671289,0.716653956,0.788696559,0,0,0,0,0
60,268,0.915776273,1.359713545,1.496400578,0,0,0,0,0
60,270,0.513307473,0.762141523,0.838756825,0,0,0,0,0
60,272,0.4839155,0.718501319,0.790729631,0,0,0,0,0
60,276,0.416198257,0.617957053,0.680078017,0,0,0,0,0
60,278,0.964858527,1.43258921,1.576602168,0,0,0,0,0
60,279,0.79915212,1.186553959,1.305833892,0,0,0,0,0
60,280,0.586931101,0.871455389,0.959059614,0,0,0,0,0
60,281,0.819264939,1.21641679,1.338698725,0,0,0,0,0
60,282,0.845829873,1.255859503,1.38210647,0,0,0,0,0
60,289,0.535429187,0.794987094,0.874904241,0,0,0,0,0
60,296,0.496073149,0.736552584,0.810595523,0,0,0,0,0
61,0,0.572066957,0.849385612,0.934771244,0,0,0,0,0
61,2,1.021864981,1.517230459,1.669752093,0,0,0,0,0
61,3,1.328562377,1.972604349,2.170903055,0,0,0,0,0
61,4,1.354206949,2.010680539,2.212806906,0,0,0,0,0
61,5,0.407061176,0.604390626,0.665147807,0,0,0,0,0
61,7,1.096555631,1.628128602,1.791798421,0,0,0,0,0
61,8,1.480949261,2.198863226,2.41990691,0,0,0,0,0
61,9,0.472349013,0.701327791,0.771829711,0,0,0,0,0
61,10,0.808010397,1.199706427,1.32030853,0,0,0,0,0
61,11,0.397543972,0.590259804,0.649596464,0,0,0,0,0
61,12,0.377800511,0.560945383,0.617335173,0,0,0,0,0
61,13,0.577945312,0.858113593,0.944376617,0,0,0,0,0
61,14,0.525349615,0.780021287,0.858433976,0,0,0,0,0
61,15,3.096970431,4.598276638,5.060524584,0,0,0,0,0
61,19,0.684572551,1.016430101,1.118608104,0,0,0,0,0
61,20,0.814650776,1.209565837,1.33115907,0,0,0,0,0
61,21,0.602486625,0.894551704,0.984477717,0,0,0,0,0
61,22,0.300262459,0.445819514,0.49063612,0,0,0,0,0
61,23,71.82879026,106.6489512,117.3699805,0,0,0,0,0
61,24,1.504307872,2.233545299,2.458075445,0,0,0,0,0
61,26,0.575445126,0.854401402,0.940291253,0,0,0,0,0
61,27,1.265239995,1.878585424,2.067432752,0,0,0,0,0
61,29,0.801750367,1.190411748,1.310079491,0,0,0,0,0
61,30,1.010167681,1.499862705,1.650638422,0,0,0,0,0
61,31,0.755174667,1.121257728,1.23397367,0,0,0,0,0
61,32,0.941704631,1.39821109,1.538768141,0,0,0,0,0
61,33,0.909368438,1.350199409,1.485930021,0,0,0,0,0
61,34,0.373643848,0.55477371,0.610543083,0,0,0,0,0
61,35,0.566732922,0.841465818,0.926055302,0,0,0,0,0
61,36,0.491134167,0.729219351,0.802525107,0,0,0,0,0
61,37,0.346760265,0.514857878,0.566614659,0,0,0,0,0
61,38,1.123965986,1.668826568,1.836587604,0,0,0,0,0
61,39,1.83686847,2.727319993,3.001487505,0,0,0,0,0
61,42,1.49935597,2.226192883,2.449983917,0,0,0,0,0
61,43,0.493037991,0.732046083,0.805636001,0,0,0,0,0
61,44,0.902148691,1.339479773,1.47413278,0,0,0,0,0
61,45,1.785646169,2.651266857,2.917789025,0,0,0,0,0
61,46,0.400632587,0.594845674,0.654643336,0,0,0,0,0
61,47,22.27633709,33.07514964,36.40007356,0,0,0,0,0
61,48,24.35747307,36.16514974,39.80070007,0,0,0,0,0
61,49,0.777878705,1.154967913,1.271072616,0,0,0,0,0
61,50,1.094446032,1.624996341,1.788351285,0,0,0,0,0
61,51,0.816075125,1.211680662,1.333486491,0,0,0,0,0
61,52,0.560630938,0.832405799,0.916084512,0,0,0,0,0
61,53,0.312428897,0.463883828,0.510516374,0,0,0,0,0
61,54,4.85668515,7.211041359,7.935940994,0,0,0,0,0
61,57,0.750803916,1.114768185,1.226831757,0,0,0,0,0
61,58,0.367827095,0.546137193,0.601038369,0,0,0,0,0
61,59,0.560540329,0.832271266,0.915936455,0,0,0,0,0
61,60,0.287214296,0.426446043,0.469315105,0,0,0,0,0
61,61,1.161952908,1.725228261,1.898659153,0,0,0,0,0
61,62,3.590393987,5.330895197,5.866790609,0,0,0,0,0
61,63,0.962211724,1.428659327,1.572277228,0,0,0,0,0
61,64,1.144252059,1.698946641,1.869735538,0,0,0,0,0
61,65,1.193225593,1.771660883,1.949759477,0,0,0,0,0
61,66,0.47838975,0.710296873,0.781700422,0,0,0,0,0
61,67,1.002398702,1.488327589,1.637943722,0,0,0,0,0
61,68,0.637726719,0.946874999,1.042060883,0,0,0,0,0
61,69,0.753803262,1.119221513,1.231732761,0,0,0,0,0
61,70,0.650584999,0.965966537,1.063071623,0,0,0,0,0
61,71,0.69906792,1.037952333,1.142293887,0,0,0,0,0
61,73,0.511433998,0.75935985,0.835695521,0,0,0,0,0
61,75,0.60923982,0.904578618,0.995512601,0,0,0,0,0
61,76,0.662873622,0.984212268,1.083151531,0,0,0,0,0
61,78,0.737264225,1.094664911,1.204707574,0,0,0,0,0
61,79,0.361261814,0.536389286,0.590310541,0,0,0,0,0
61,80,1.604130436,2.381758455,2.621187928,0,0,0,0,0
61,81,0.509985781,0.757209587,0.8333291,0,0,0,0,0
61,82,0.674526345,1.001513835,1.10219236,0,0,0,0,0
61,83,0.800207724,1.188121283,1.307558774,0,0,0,0,0
61,85,0.546611985,0.811590933,0.893177204,0,0,0,0,0
61,87,2.259184976,3.354361215,3.691562889,0,0,0,0,0
61,88,2.463549699,3.657795023,4.025499789,0,0,0,0,0
61,89,1.054472316,1.565644724,1.723033267,0,0,0,0,0
61,91,0.755351196,1.121519832,1.234262122,0,0,0,0,0
61,92,0.643510031,0.955461864,1.051510954,0,0,0,0,0
61,94,0.797757366,1.184483075,1.30355483,0,0,0,0,0
61,95,0.896960908,1.331777129,1.465655817,0,0,0,0,0
61,98,0.295433979,0.43865035,0.482746267,0,0,0,0,0
61,99,6.512733394,9.669885614,10.64196388,0,0,0,0,0
61,100,1.023510509,1.519673684,1.672440926,0,0,0,0,0
61,101,0.480563896,0.713524971,0.785253029,0,0,0,0,0
61,105,0.816273944,1.211975861,1.333811365,0,0,0,0,0
61,107,0.906884559,1.346511429,1.481871302,0,0,0,0,0
61,108,0.710735,1.055275218,1.161358179,0,0,0,0,0
61,109,7.626363663,11.32336606,12.46166267,0,0,0,0,0
61,110,0.385527415,0.572418028,0.62996112,0,0,0,0,0
61,113,0.680519029,1.010411569,1.111984552,0,0,0,0,0
61,114,2.10642202,3.127543959,3.441944524,0,0,0,0,0
61,115,0.600327911,0.891346517,0.980950325,0,0,0,0,0
61,119,0.415750383,0.617292065,0.67934618,0,0,0,0,0
61,120,0.954163608,1.416709757,1.559126412,0,0,0,0,0
61,121,0.52912003,0.785619472,0.864594926,0,0,0,0,0
61,123,2.208803317,3.279556237,3.60923804,0,0,0,0,0
61,124,61.72765435,91.65112722,100.8644801,0,0,0,0,0
61,126,5.613910893,8.335344455,9.173266171,0,0,0,0,0
61,127,1.037433668,1.540346318,1.695191704,0,0,0,0,0
61,128,1.383852283,2.054696926,2.261248098,0,0,0,0,0
61,129,1.628933024,2.418584496,2.661715956,0,0,0,0,0
61,130,2.7592621,4.096858764,4.508701003,0,0,0,0,0
61,131,1.593430978,2.365872263,2.603704755,0,0,0,0,0
61,132,1.282450083,1.904138379,2.095554452,0,0,0,0,0
61,133,2.651521362,3.936888971,4.332650032,0,0,0,0,0
61,134,0.595377564,0.88399641,0.972861339,0,0,0,0,0
61,135,1.973832855,2.930680066,3.225290622,0,0,0,0,0
61,136,1.932891539,2.869891789,3.158391522,0,0,0,0,0
61,137,0.492219045,0.730830141,0.804297824,0,0,0,0,0
61,138,0.804432539,1.194394146,1.314462225,0,0,0,0,0
61,139,0.68754215,1.020839261,1.123460501,0,0,0,0,0
61,140,0.293619553,0.435956352,0.47978145,0,0,0,0,0
61,141,1.569972773,2.331042316,2.565373481,0,0,0,0,0
61,142,0.447633515,0.664631059,0.73144399,0,0,0,0,0
61,144,0.581705354,0.863696377,0.950520617,0,0,0,0,0
61,145,0.622078077,0.923640426,1.016490622,0,0,0,0,0
61,146,0.51845172,0.769779527,0.847162649,0,0,0,0,0
61,148,1.419380646,2.107448235,2.319302304,0,0,0,0,0
61,149,1.533286186,2.276571317,2.505426711,0,0,0,0,0
61,150,2.042326019,3.032376393,3.337210109,0,0,0,0,0
61,152,1.17311872,1.74180688,1.91690436,0,0,0,0,0
61,153,0.598712381,0.888947834,0.978310511,0,0,0,0,0
61,154,2.55592626,3.794952607,4.176445324,0,0,0,0,0
61,155,1.703406164,2.529159689,2.783406869,0,0,0,0,0
61,156,1.386320621,2.05836183,2.265281422,0,0,0,0,0
61,157,0.9156739,1.359561544,1.496233298,0,0,0,0,0
61,158,0.498791044,0.740588021,0.815036629,0,0,0,0,0
61,166,0.641742134,0.952836951,1.048622168,0,0,0,0,0
61,167,0.540661189,0.802755393,0.883453459,0,0,0,0,0
61,168,0.619797128,0.920253751,1.012763497,0,0,0,0,0
61,173,0.418147348,0.620850997,0.683262879,0,0,0,0,0
61,175,0.894936208,1.328770923,1.462347408,0,0,0,0,0
61,178,1.261122475,1.87247187,2.060704624,0,0,0,0,0
61,179,0.514223732,0.763501953,0.840254014,0,0,0,0,0
61,180,1.854879076,2.75406153,3.03091727,0,0,0,0,0
61,181,1.17785323,1.748836521,1.924640665,0,0,0,0,0
61,183,0.532344599,0.790407202,0.86986395,0,0,0,0,0
61,184,0.696873359,1.034693924,1.138707923,0,0,0,0,0
61,185,0.377526945,0.560539201,0.616888159,0,0,0,0,0
61,187,0.300311006,0.445891595,0.490715448,0,0,0,0,0
61,188,0.356169801,0.528828838,0.581990068,0,0,0,0,0
61,190,0.518733624,0.770198089,0.847623288,0,0,0,0,0
61,192,0.44300955,0.657765551,0.723888318,0,0,0,0,0
61,194,0.287160075,0.426365539,0.469226508,0,0,0,0,0
61,195,0.696348933,1.033915274,1.137850998,0,0,0,0,0
61,196,0.514410128,0.763778708,0.84055859,0,0,0,0,0
61,197,0.679971737,1.009598969,1.111090264,0,0,0,0,0
61,198,0.663432503,0.985042075,1.084064755,0,0,0,0,0
61,199,2.167619551,3.218407979,3.541942771,0,0,0,0,0
61,200,1.784786499,2.649990449,2.916384304,0,0,0,0,0
61,201,2.139615402,3.176828368,3.496183314,0,0,0,0,0
61,202,1.005212026,1.492504717,1.642540761,0,0,0,0,0
61,208,0.720118542,1.069207582,1.176691113,0,0,0,0,0
61,210,1.944936081,2.887775115,3.178072594,0,0,0,0,0
61,211,1.15935131,1.721365497,1.894408079,0,0,0,0,0
61,212,0.364584614,0.541322868,0.595740077,0,0,0,0,0
61,213,0.794312774,1.179368662,1.297926284,0,0,0,0,0
61,214,3.665015693,5.441690974,5.98872428,0,0,0,0,0
61,215,0.524420813,0.778642234,0.856916292,0,0,0,0,0
61,216,1.765944805,2.62201494,2.88559652,0,0,0,0,0
61,217,0.547462098,0.812853151,0.894566308,0,0,0,0,0
61,218,1.465614472,2.17609465,2.394849492,0,0,0,0,0
61,219,0.413696977,0.614243238,0.675990865,0,0,0,0,0
61,220,1.428340312,2.120751242,2.333942614,0,0,0,0,0
61,221,0.446529736,0.662992204,0.729640387,0,0,0,0,0
61,222,0.401622466,0.596315413,0.656260822,0,0,0,0,0
61,223,0.597587651,0.887277872,0.976472674,0,0,0,0,0
61,224,1.617768634,2.402007988,2.643473073,0,0,0,0,0
61,226,4.39686682,6.5283187,7.184586721,0,0,0,0,0
61,230,0.450255353,0.668523875,0.735728137,0,0,0,0,0
61,231,0.615086995,0.913260305,1.005067025,0,0,0,0,0
61,232,0.71679881,1.064278558,1.171266592,0,0,0,0,0
61,233,0.6652321,0.987714056,1.08700534,0,0,0,0,0
61,234,0.27863397,0.413706267,0.455294646,0,0,0,0,0
61,238,0.864654629,1.283809862,1.412866576,0,0,0,0,0
61,239,0.31175249,0.462879521,0.509411108,0,0,0,0,0
61,241,0.799528207,1.18711236,1.306448428,0,0,0,0,0
61,242,0.549754891,0.816257413,0.898312788,0,0,0,0,0
61,244,0.375433628,0.557431116,0.613467629,0,0,0,0,0
61,245,0.450098838,0.668291485,0.735472386,0,0,0,0,0
61,246,0.384479333,0.570861871,0.628248529,0,0,0,0,0
61,247,0.343351763,0.50979705,0.561045084,0,0,0,0,0
61,248,0.465849334,0.691677288,0.761209078,0,0,0,0,0
61,249,0.521651108,0.77452987,0.852390527,0,0,0,0,0
61,251,0.290277406,0.430994046,0.474320302,0,0,0,0,0
61,252,0.331013654,0.491477845,0.540884317,0,0,0,0,0
61,253,0.392608388,0.582931617,0.641531602,0,0,0,0,0
61,254,0.509426563,0.756379279,0.832415324,0,0,0,0,0
61,255,0.66211548,0.983086605,1.081912708,0,0,0,0,0
61,256,0.518107671,0.769268694,0.846600465,0,0,0,0,0
61,257,0.642041577,0.953281553,1.049111464,0,0,0,0,0
61,258,0.538540419,0.799606545,0.879988068,0,0,0,0,0
61,259,0.473483612,0.703012405,0.773683673,0,0,0,0,0
61,260,0.422371826,0.627123359,0.690165778,0,0,0,0,0
61,261,0.412093902,0.611863047,0.673371403,0,0,0,0,0
61,262,0.974780752,1.447321393,1.592815323,0,0,0,0,0
61,263,0.563036258,0.835977136,0.920014862,0,0,0,0,0
61,264,0.577878777,0.858014804,0.944267897,0,0,0,0,0
61,265,0.865219248,1.284648188,1.413789176,0,0,0,0,0
61,266,0.920066583,1.366083652,1.503411049,0,0,0,0,0
61,267,0.451363051,0.670168547,0.737538142,0,0,0,0,0
61,268,0.578197972,0.858488735,0.94478947,0,0,0,0,0
61,269,0.981425819,1.457187764,1.603673525,0,0,0,0,0
61,271,0.518394772,0.769694972,0.847069594,0,0,0,0,0
61,272,0.554669642,0.823554669,0.90634361,0,0,0,0,0
61,273,0.581373115,0.863203079,0.94997773,0,0,0,0,0
61,274,0.666733197,0.989942834,1.089458169,0,0,0,0,0
61,275,0.484915806,0.71998654,0.792364155,0,0,0,0,0
61,276,0.474147206,0.703997687,0.774768001,0,0,0,0,0
61,277,0.718451673,1.066732672,1.173967409,0,0,0,0,0
61,278,1.78191464,2.64572641,2.911691617,0,0,0,0,0
61,279,1.539130447,2.285248676,2.514976374,0,0,0,0,0
61,280,0.846400172,1.256706264,1.383038352,0,0,0,0,0
61,281,1.566139414,2.325350674,2.559109679,0,0,0,0,0
61,282,1.300377938,1.93075705,2.124849,0,0,0,0,0
61,284,0.607647943,0.902215053,0.992911435,0,0,0,0,0
61,285,0.714906251,1.06146855,1.168174104,0,0,0,0,0
61,286,0.724946359,1.076375762,1.184579884,0,0,0,0,0
61,287,0.663506286,0.985151626,1.084185319,0,0,0,0,0
61,288,0.517255414,0.768003292,0.845207856,0,0,0,0,0
61,289,0.506018656,0.751319334,0.826846721,0,0,0,0,0
61,291,0.698808476,1.037567119,1.14186995,0,0,0,0,0
61,292,0.316018514,0.46921357,0.516381895,0,0,0,0,0
61,293,0.282369587,0.419252783,0.461398734,0,0,0,0,0
61,295,0.454419705,0.674706962,0.742532787,0,0,0,0,0
61,296,0.527790898,0.783646021,0.862423092,0,0,0,0,0
62,1,0.545992413,0.810671013,0.892164807,0,0,0,0,0
62,2,1.02827968,1.526754787,1.680233866,0,0,0,0,0
62,6,0.457664601,0.679524875,0.747835027,0,0,0,0,0
62,8,1.626255131,2.414608451,2.657340214,0,0,0,0,0
62,12,0.612337644,0.909178162,1.00057452,0,0,0,0,0
62,13,0.352014088,0.522658577,0.575199534,0,0,0,0,0
62,14,0.547027057,0.812207218,0.893855441,0,0,0,0,0
62,19,0.462694885,0.68699367,0.756054633,0,0,0,0,0
62,20,0.459805122,0.682703047,0.751332689,0,0,0,0,0
62,21,0.629630164,0.934853509,1.028830916,0,0,0,0,0
62,22,0.632456758,0.93905034,1.033449639,0,0,0,0,0
62,23,38.75903583,57.54810159,63.33320193,0,0,0,0,0
62,29,0.446200823,0.662503845,0.729102935,0,0,0,0,0
62,37,0.476031304,0.706795132,0.777846664,0,0,0,0,0
62,40,0.94390864,1.401483528,1.542369545,0,0,0,0,0
62,47,8.030755313,11.92379306,13.12244841,0,0,0,0,0
62,48,7.762667124,11.52574482,12.68438582,0,0,0,0,0
62,50,0.456434196,0.677698011,0.745824515,0,0,0,0,0
62,52,0.557103417,0.827168255,0.910320457,0,0,0,0,0
62,61,0.808020745,1.199721792,1.320325439,0,0,0,0,0
62,63,0.807244612,1.198569416,1.319057219,0,0,0,0,0
62,64,1.25323521,1.860761126,2.047816642,0,0,0,0,0
62,70,0.686461208,1.019234314,1.121694215,0,0,0,0,0
62,72,0.431507228,0.640687294,0.705093247,0,0,0,0,0
62,74,0.930317029,1.381303166,1.520160525,0,0,0,0,0
62,77,0.57080273,0.847508531,0.932705466,0,0,0,0,0
