Store,Product,2024-04-15,2024-04-22,2024-04-29,2024-05-06,2024-05-13,2024-05-20,2024-05-27,2024-06-03
28,17,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
28,103,2,2,2,2,2,2,2,2
29,17,12,12,12,12,12,12,12,12
30,126,0,0,0,0,0,0,0,0
31,126,1,1,1,1,1,1,1,1
32,124,9,9,9,9,9,9,9,9
32,126,1,1,1,1,1,1,1,1
33,126,0,0,0,0,0,0,0,0
34,17,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25
34,103,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
35,17,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
36,124,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
36,126,0,0,0,0,0,0,0,0
37,103,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
38,126,1,1,1,1,1,1,1,1
39,17,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
40,17,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25
40,103,0,0,0,0,0,0,0,0
41,17,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
41,103,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
42,17,4,4,4,4,4,4,4,4
42,103,1,1,1,1,1,1,1,1
43,17,6,6,6,6,6,6,6,6
44,17,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25
44,103,1,1,1,1,1,1,1,1
45,17,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
45,103,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
46,126,2,2,2,2,2,2,2,2
47,124,6,6,6,6,6,6,6,6
48,126,1,1,1,1,1,1,1,1
49,17,8,8,8,8,8,8,8,8
49,103,1,1,1,1,1,1,1,1
50,126,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
51,124,6,6,6,6,6,6,6,6
52,126,2,2,2,2,2,2,2,2
52,239,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
53,17,9,9,9,9,9,9,9,9
54,17,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25
54,103,1,1,1,1,1,1,1,1
55,103,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
56,126,1,1,1,1,1,1,1,1
57,17,7,7,7,7,7,7,7,7
58,17,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
59,126,1,1,1,1,1,1,1,1
60,2,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,3,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,4,1,1,1,1,1,1,1,1
60,7,1,1,1,1,1,1,1,1
60,8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,10,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,18,1,1,1,1,1,1,1,1
60,19,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,20,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,21,1,1,1,1,1,1,1,1
60,22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,23,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5
60,25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,29,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,33,1,1,1,1,1,1,1,1
60,39,1,1,1,1,1,1,1,1
60,40,1,1,1,1,1,1,1,1
60,41,1,1,1,1,1,1,1,1
60,42,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,45,2,2,2,2,2,2,2,2
60,47,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
60,48,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
60,49,1,1,1,1,1,1,1,1
60,51,1,1,1,1,1,1,1,1
60,55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,56,1,1,1,1,1,1,1,1
60,61,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,64,1,1,1,1,1,1,1,1
60,65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,87,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
60,88,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
60,89,1,1,1,1,1,1,1,1
60,91,1,1,1,1,1,1,1,1
60,92,1,1,1,1,1,1,1,1
60,94,1,1,1,1,1,1,1,1
60,99,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
60,100,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,105,1,1,1,1,1,1,1,1
60,106,1,1,1,1,1,1,1,1
60,109,4,4,4,4,4,4,4,4
60,111,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,112,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,114,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,116,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,121,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,122,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,124,7,7,7,7,7,7,7,7
60,125,68,68,68,68,68,68,68,68
60,126,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25
60,128,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,153,1,1,1,1,1,1,1,1
60,154,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,156,1,1,1,1,1,1,1,1
60,163,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,164,1,1,1,1,1,1,1,1
60,165,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,166,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,167,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,168,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,169,1,1,1,1,1,1,1,1
60,170,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,172,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,174,1,1,1,1,1,1,1,1
60,175,1,1,1,1,1,1,1,1
60,176,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,180,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,192,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,201,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,210,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,211,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,213,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,214,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
60,215,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,216,1,1,1,1,1,1,1,1
60,226,2,2,2,2,2,2,2,2
60,229,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,235,3,3,3,3,3,3,3,3
60,236,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
60,237,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
60,240,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,243,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,250,1,1,1,1,1,1,1,1
60,263,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,265,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,266,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,267,1,1,1,1,1,1,1,1
60,268,1,1,1,1,1,1,1,1
60,270,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,272,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,276,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,278,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,279,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,280,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,281,1,1,1,1,1,1,1,1
60,282,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,289,1,1,1,1,1,1,1,1
60,296,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,0,1,1,1,1,1,1,1,1
61,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,7,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,8,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,10,1,1,1,1,1,1,1,1
61,11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,12,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,14,1,1,1,1,1,1,1,1
61,15,4,4,4,4,4,4,4,4
61,19,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,20,1,1,1,1,1,1,1,1
61,21,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,23,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25
61,24,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,26,0,0,0,0,0,0,0,0
61,27,3,3,3,3,3,3,3,3
61,29,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,30,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,31,1,1,1,1,1,1,1,1
61,32,1,1,1,1,1,1,1,1
61,33,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,34,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,38,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,39,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
61,42,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,44,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,45,2,2,2,2,2,2,2,2
61,46,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,47,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5
61,48,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25
61,49,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,50,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,51,1,1,1,1,1,1,1,1
61,52,1,1,1,1,1,1,1,1
61,53,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,54,6,6,6,6,6,6,6,6
61,57,1,1,1,1,1,1,1,1
61,58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,59,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,60,0,0,0,0,0,0,0,0
61,61,2,2,2,2,2,2,2,2
61,62,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
61,63,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,64,2,2,2,2,2,2,2,2
61,65,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,66,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,67,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,68,1,1,1,1,1,1,1,1
61,69,1,1,1,1,1,1,1,1
61,70,1,1,1,1,1,1,1,1
61,71,1,1,1,1,1,1,1,1
61,73,1,1,1,1,1,1,1,1
61,75,1,1,1,1,1,1,1,1
61,76,1,1,1,1,1,1,1,1
61,78,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,80,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,82,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,83,1,1,1,1,1,1,1,1
61,85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,87,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
61,88,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
61,89,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,91,1,1,1,1,1,1,1,1
61,92,1,1,1,1,1,1,1,1
61,94,1,1,1,1,1,1,1,1
61,95,1,1,1,1,1,1,1,1
61,98,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,99,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
61,100,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,101,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,105,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,107,1,1,1,1,1,1,1,1
61,108,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,109,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75
61,110,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,113,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,114,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,115,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,119,1,1,1,1,1,1,1,1
61,120,1,1,1,1,1,1,1,1
61,121,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,123,3,3,3,3,3,3,3,3
61,124,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25
61,126,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
61,127,1,1,1,1,1,1,1,1
61,128,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,129,2,2,2,2,2,2,2,2
61,130,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
61,131,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,132,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,133,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
61,134,1,1,1,1,1,1,1,1
61,135,2,2,2,2,2,2,2,2
61,136,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,137,1,1,1,1,1,1,1,1
61,138,1,1,1,1,1,1,1,1
61,139,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,140,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,141,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,142,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,144,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,145,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,146,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,148,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,149,1,1,1,1,1,1,1,1
61,150,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
61,152,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,153,1,1,1,1,1,1,1,1
61,154,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,155,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,156,2,2,2,2,2,2,2,2
61,157,1,1,1,1,1,1,1,1
61,158,1,1,1,1,1,1,1,1
61,166,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,167,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,168,1,1,1,1,1,1,1,1
61,173,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,175,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,178,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,179,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,180,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,181,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,183,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,184,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,185,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,187,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,188,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,190,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,192,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,194,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,195,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,196,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,197,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,198,1,1,1,1,1,1,1,1
61,199,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,200,3,3,3,3,3,3,3,3
61,201,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,202,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,208,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,210,3,3,3,3,3,3,3,3
61,211,2,2,2,2,2,2,2,2
61,212,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,213,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,214,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
61,215,1,1,1,1,1,1,1,1
61,216,2,2,2,2,2,2,2,2
61,217,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,218,2,2,2,2,2,2,2,2
61,219,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,220,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,221,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,222,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,223,1,1,1,1,1,1,1,1
61,224,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,226,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
61,230,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,231,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,232,1,1,1,1,1,1,1,1
61,233,1,1,1,1,1,1,1,1
61,234,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,238,1,1,1,1,1,1,1,1
61,239,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,241,1,1,1,1,1,1,1,1
61,242,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,244,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,245,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,246,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,247,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,248,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,249,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,251,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,252,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,253,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,254,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,255,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,257,1,1,1,1,1,1,1,1
61,258,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,259,1,1,1,1,1,1,1,1
61,260,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,261,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,262,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,263,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,264,1,1,1,1,1,1,1,1
61,265,1,1,1,1,1,1,1,1
61,266,1,1,1,1,1,1,1,1
61,267,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,268,1,1,1,1,1,1,1,1
61,269,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,271,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,272,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,273,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,274,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,276,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,277,1,1,1,1,1,1,1,1
61,278,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,279,2,2,2,2,2,2,2,2
61,280,1,1,1,1,1,1,1,1
61,281,2,2,2,2,2,2,2,2
61,282,2,2,2,2,2,2,2,2
61,284,1,1,1,1,1,1,1,1
61,285,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,286,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,287,1,1,1,1,1,1,1,1
61,288,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,289,1,1,1,1,1,1,1,1
61,291,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,292,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,293,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,295,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,296,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,1,0,0,0,0,0,0,0,0
62,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,12,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,19,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,20,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,21,1,1,1,1,1,1,1,1
62,22,1,1,1,1,1,1,1,1
62,23,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25
62,29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,37,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,40,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
62,47,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
62,48,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
62,50,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,52,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,61,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,63,1,1,1,1,1,1,1,1
62,64,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,70,1,1,1,1,1,1,1,1
62,72,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,77,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,80,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
62,84,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,86,1,1,1,1,1,1,1,1
62,87,3,3,3,3,3,3,3,3
62,88,3,3,3,3,3,3,3,3
62,89,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
62,90,1,1,1,1,1,1,1,1
62,91,1,1,1,1,1,1,1,1
62,92,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,93,1,1,1,1,1,1,1,1
62,94,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,96,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,99,7,7,7,7,7,7,7,7
62,100,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,102,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,104,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,107,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,112,1,1,1,1,1,1,1,1
62,113,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,114,1,1,1,1,1,1,1,1
62,117,1,1,1,1,1,1,1,1
62,118,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,119,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,120,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,121,1,1,1,1,1,1,1,1
62,126,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75
62,128,2,2,2,2,2,2,2,2
62,135,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
