Store,Product,2024-04-15,2024-04-22,2024-04-29,2024-05-06,2024-05-13,2024-05-20,2024-05-27,2024-06-03
60,21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,22,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,23,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25
60,25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,33,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,40,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,41,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,42,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,45,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
60,47,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25
60,48,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
60,49,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,51,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,55,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
60,56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,61,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,64,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,65,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,67,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,88,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
60,89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,91,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,99,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
60,100,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,105,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,106,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,109,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
60,111,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,114,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,116,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,121,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,122,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,124,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
60,125,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25
60,126,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
60,128,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,154,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,156,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,163,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,164,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,165,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,167,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,168,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,169,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,170,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
60,172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,174,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
60,175,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,176,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,180,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,192,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,201,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,210,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,211,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,213,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,215,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,216,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
60,226,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
60,229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,235,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,236,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,237,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
60,240,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,243,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,263,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,265,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,267,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,268,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,270,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,272,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,276,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,279,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
60,280,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,281,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,282,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,289,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,296,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,7,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,8,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
61,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,10,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,11,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,12,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,13,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,14,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,15,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
61,19,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,20,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,21,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,23,98.25,98.25,98.25,98.25,98.25,98.25,98.25,98.25
61,24,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,30,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,32,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,35,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,38,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,39,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,44,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,45,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,46,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,47,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75
61,48,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
61,49,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,50,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,51,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,52,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,53,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,54,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
61,57,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,58,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,59,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
61,62,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
61,63,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,64,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,65,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,66,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,69,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
61,70,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,71,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,73,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,76,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,78,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,80,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
61,81,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,82,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,83,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,85,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,87,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
61,88,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
61,89,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,91,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,94,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,95,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,99,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
61,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,101,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,105,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,107,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,108,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,109,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
61,110,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,113,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,114,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,115,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,119,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,120,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,121,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,123,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,124,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25
61,126,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
61,127,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,128,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,129,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,130,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
61,131,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,132,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,133,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
61,134,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,135,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,136,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,137,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,139,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
61,140,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,141,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,144,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,145,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,146,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,148,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,149,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,150,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,152,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,153,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,154,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,155,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,156,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,157,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,166,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,167,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,168,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,173,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,175,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,178,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,180,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,181,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,183,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,184,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,185,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,190,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,192,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,194,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,195,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,196,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,197,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,199,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
61,200,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,201,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,202,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,208,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,210,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
61,211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,212,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,213,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,214,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
61,215,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,216,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
61,217,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,218,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,219,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,220,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,221,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,222,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,223,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,224,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
61,226,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
61,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,231,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,232,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,233,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,238,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,242,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,244,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,245,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,246,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,247,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,248,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,249,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,251,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,252,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,253,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,254,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,255,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,256,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,257,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,258,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,259,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,260,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,262,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,264,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,266,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,267,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,268,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
