Store,Product,2024-04-15,2024-04-22,2024-04-29,2024-05-06,2024-05-13,2024-05-20,2024-05-27,2024-06-03,2024-06-10,2024-06-17
32,126,0.6816469432521197,3.679216673262197,2.130062944306189,1.8398090479448608,0.6336659946368295,0.3773001287470269,2.8515636413843386,1.5298711066119035,1.286569746382004,1.0118594844349498
33,126,1.3616869183809477,2.510057531133948,1.55832153587714,1.2002624706105285,2.4984568102059965,1.226876782955222,0.912586431751612,1.5989857880593743,0.9516533157606372,0.6560989750943952
34,17,4.185678077442238,3.8633696821187016,3.071716339914298,1.952435340620133,3.327271900021908,1.971964374682506,3.3472228593765534,2.917079997078684,3.626322527018824,3.5619545369690155
34,103,1.5119630654219258,2.7105844959588907,0.0782835193074915,0.9913395105770624,0.0314154947596796,2.7913428305446617,0.1076952400328277,1.3069098426017112,1.8113168652769591,0.0814408611968141
35,17,12.510572157224273,6.507219204884979,7.806682846921646,9.020487065744096,9.006644385676482,13.872225749497725,7.338990675906402,9.582536512520614,9.662037734558576,11.95589063572056
36,124,6.00561497559584,6.72333640206043,9.753447531005689,13.308614004546362,9.737931677610735,6.327996083865391,10.899152100924406,9.973468027269682,10.64881966317022,7.573590105097273
36,126,0.9347996784963168,1.5672527141565824,2.7418938422911494,3.039554459627661,3.66574960924033,2.1616404857511933,4.251648748234595,5.165521119531965,7.235648767371751,3.0225394927827427
37,103,3.049053031575392,2.2681727538434906,3.802848753213659,2.6392211522191915,2.616292386010732,1.0652936470635237,3.337308522020569,4.334954980335248,2.0212551401541097,2.9312622964031414
38,126,1.8295458750759752,0.6510795283049421,0.6277480690010813,2.1398451889136294,3.9340790902576814,1.2005166201842443,0.6317319564990644,2.1494022929781087,1.6251136512175743,3.032156921662085
39,17,3.187358653171198,4.666843947766078,5.195366953092372,5.558978133016129,2.7002791782199926,4.561083162045783,4.844832494177446,3.769715855107174,4.514937900793696,6.929425321358111
40,17,10.936902856172836,7.246559535954666,10.98159829199698,8.559342211944344,8.292375573203437,10.823605931736283,10.092375573203435,9.23612568003197,12.58062428074171,9.21530139344881
40,103,2.926210652548957,4.470770398698195,7.642887494860157,5.395714034125518,4.1022169200731975,5.821009889463583,4.132547097600098,2.978147011677238,4.174620334282573,5.340294458963279
41,17,8.600754668644848,8.302936209694865,11.854175077330307,14.341686390160328,9.212454591463723,9.037713699491166,8.674144387994268,8.75701561774112,9.827917932400682,8.463420162465999
41,103,1.7816733589120417,-0.0475426820129867,1.7531611251816324,2.956116511339113,2.69025229392031,2.954205762681126,1.191986042037244,2.360503319183027,9.332194789771105,0.5718092461841611
42,17,4.464826738076077,4.149791954182255,2.943850259687501,3.568399232726809,4.729067829317551,2.307260328254712,3.826569112008868,2.906574031289604,4.116755759311539,3.179188443786178
42,103,0.8747276546921358,1.7851386120253243,0.8611368108838848,0.858862694638251,1.1950915226086676,0.5925063766223698,-0.02420486377189,1.1873903562695112,0.5749289645579765,1.7795299375515583
43,17,4.302697883063678,2.23542239724861,1.2497458384986335,2.6373767971117577,2.443505719049463,3.081545817344594,3.695220749300672,2.76732586423752,5.200690384747469,2.767092430789048
44,17,13.627495716815568,11.861183699348851,11.47286913754874,14.577966492965482,9.20516043076846,8.213130617587437,8.73565579964181,13.077962969532845,13.32220214292854,13.629910230909523
44,103,2.973974494560739,1.4847325897872952,2.6765979155765702,3.57592466935024,1.4839723831180176,3.877748635002846,0.8849403364215708,3.2913348059533787,1.1807218864219962,8.681802669602435
45,17,6.257279292315692,5.1329935287450414,6.740723431716774,9.134213175041944,9.566145991688806,6.8495586320234,8.695162402692715,9.5674865332189,9.295162402692714,8.697318667958958
45,103,0.7278234762605708,1.1095944923550034,1.831320706177267,4.018957510128766,2.294457094711441,1.988954570572072,6.304443155245951,2.1863497061315447,1.882704038104748,3.2961331475628373
46,126,0.6734432142448016,2.4245826234407044,5.782731542957881,4.8203298797577405,2.1159878335073894,4.225459608930462,0.58725814943444,0.9295600840119056,3.4217558900602367,0.629304077548069
47,124,5.130149062074645,5.257112810849367,3.138918079215553,2.551742689717245,2.9687027699105704,2.5274125418184816,2.525597956238271,3.425597956238271,2.514290879785638,1.621102553593079
48,126,3.622008515035293,2.150819887186144,2.1344586413603643,4.807426461946882,0.6120874694658087,4.236081946999638,4.244590858074685,2.419608325637407,9.945428055773704,0.9583491660123648
49,17,8.035960435306206,8.962324084937109,7.135960435306206,7.139060545773509,10.709490314940792,4.388188171882959,7.155024206653212,5.278400839061678,9.836826031448378,6.190733031988435
49,103,1.1936051203625364,-0.0515402251494616,-0.0155201592315109,-0.0184065093969198,-0.031245647304528,1.749454503894175,-0.0276293630027436,7.467535225196145,-0.0147733036413845,0.0051682420733661
50,126,2.2648924204188328,0.1304171145201288,2.9062573859617284,4.1243403786558535,1.5888783886592044,2.0113092592562234,4.0361184888586505,2.307008168320149,3.370219715119489,2.2917644841103626
51,124,5.65907644778691,6.648474333585548,7.339070527783996,9.415734162162869,5.06717474640099,6.666710198894224,4.946502258586746,5.97542175356676,7.727951861678586,8.321962367592551
52,126,1.0078425547510248,2.575891880719765,3.7682476676239376,2.374159932424513,2.5190790088750976,1.120978452904991,0.9835945415680072,1.136093782555582,2.095067151494612,11.183994224166868
52,239,1.7193890692640683,0.7154940476190474,0.7097023809523807,0.69025,0.69,0.6300036075036073,0.6854166666666667,0.6187297979797978,0.6735416666666666,0.6720833333333333
53,17,8.021174823024596,6.979849203219561,9.86271087385832,12.057394853058698,5.179972657225649,6.24176760375158,10.282595755164447,11.987021247496706,8.731689665637479,7.445278018796603
54,17,10.335634365295023,9.04192064651451,9.911043375715265,8.996471887365825,7.691920646514512,5.755381398195583,11.206071597444732,9.385622972117096,8.141920646514512,4.80000435813766
54,103,1.7893433963946224,2.210236903923669,1.3996517583451022,1.3266088130163574,-0.0058606789365057,0.0958282994880192,0.0680155602562058,2.715569717812192,0.9345671662162324,9.574399868140857
55,103,1.9428306295064453,0.1428306295064453,1.9428306295064453,0.1543565123898731,1.9428306295064453,1.9428306295064453,5.542830629506446,4.580803199753801,1.865675822164207,2.765675822164208
56,126,0.0517620118869647,0.0619392786462641,1.8999274908314383,2.7999274908314384,0.0678589477743116,1.8678589477743115,1.913315817894275,8.153084428648256,1.849729955038276,4.554320006100991
57,17,5.849206718519795,4.046308635403925,3.2257841819909125,7.682258472467714,5.935706868456324,5.878742286869524,4.955134208896967,1.435904188382459,8.631865436589624,5.062756812767589
58,17,5.023183563621417,5.8965868417750125,8.686479117423191,8.639869387741054,4.068210163439934,,5.982452573311607,7.670084039871201,9.552650794944435,11.353982823004156
59,126,5.439505699338519,3.7795468760552846,0.0708704847588003,2.739505699338519,5.535805120755095,3.792097964684951,7.27828028512821,3.7830262967302586,3.8502523620465743,8.22306818352343
60,2,0.0058333333333333,0.0058333333333333,1.439242528305029,0.9602227633477634,1.0557499999999995,1.3441987734487737,0.005,1.0050416666666668,2.128623917748916,1.01625
60,3,1.7448446067821066,1.1372440476190475,1.5550241355866354,1.4978048340548338,0.9532926587301586,1.0407113095238096,1.4157113650238644,1.014203373015873,2.5955868506493505,1.570138167388167
60,4,1.1766845238095236,1.0821079545454544,1.010729166666667,1.4110002705627709,1.111707341269841,0.2492916666666666,2.0022052669552672,1.0280625,3.5344224109224105,1.9675357142857144
60,7,1.0193214285714285,1.1887967171717173,1.9970723304473312,1.307169372294373,1.0181934523809522,1.030092261904762,1.0165684523809524,0.00125,0.6803979978354979,1.0143511904761904
60,8,1.9874404761904767,1.002465902153402,0.7133472222222221,1.136095328282828,0.8976696428571427,1.07674864024864,1.1220406746031746,0.191203373015873,0.1922926587301587,0.9073065476190476
60,10,0.021875,0.9975,0.9777291666666668,0.8786666666666666,0.8894196428571425,1.0023125,1.0023125,0.8867589285714291,2.0922194264069263,1.009502976190476
60,18,1.0652648809523806,1.0188630952380953,1.086925595238095,1.047482142857143,0.0355902777777777,0.6910079365079365,1.0182380952380954,0.6925079365079365,1.0502916666666668,1.022077380952381
60,19,0.95141369047619,1.1540800380175371,0.9977946428571428,0.8024583333333335,0.4097245879120879,0.4130579212454212,0.4118079212454212,0.980598214285714,0.8904024586524583,1.0272769660894658
60,20,1.053038059163059,1.0377827380952376,0.7243161976911978,1.6219970238095252,0.7384769119769122,1.026701388888889,1.2383373015873014,1.0418386544011544,1.0404696067821069,1.0464071067821068
60,21,0.9083323412698412,1.1570845959595957,0.9185099206349208,1.011940476190476,0.9941755952380954,1.1611278860028855,0.1603392857142857,1.0599075577200576,0.1492559523809523,1.025065476190476
60,22,1.0031666666666668,1.0036666666666667,0.926214285714286,1.0071666666666668,1.0036666666666667,0.1804962121212121,0.9999166666666668,1.0155238095238095,0.7229821428571427,0.9595357142857144
60,23,43.32843098857949,74.88493508540579,52.05822178446372,44.96553192201034,43.45734135907352,57.92159396432974,64.85393659350893,36.519269379529085,36.21292207206062,22.169669081686347
60,25,3.191776091963595,1.001,1.9998005952380955,1.9236666666666664,7.417260371572861,1.1589540043290043,2.2414080988456,1.1556206709956711,1.9664910714285715,1.7892358127983132
60,28,0.5004553571428569,0.9638482142857144,0.9720148809523812,0.6255000000000001,0.6255000000000002,0.9993578643578646,1.7031798340548336,2.254421626984126,3.02188888888889,1.703205086580087
60,29,3.9082841064003375,3.5838955724294843,1.4578034768031518,2.467082435037669,2.6765517557970395,2.0950412986860645,1.5028444865456791,2.429675029063352,3.329747908958849,3.279930162112513
60,30,0.0560794552669552,0.5924487803862803,2.382310092685094,2.400897213897216,0.7659178391053385,3.448466304528803,3.4521601176601155,0.927501776001776,1.662684163059164,1.8143905122655133
60,33,0.2031961233211233,0.3424047619047619,0.1911266788766788,0.4752888847263849,0.3344454365079365,0.0842708333333333,1.1256668470418467,0.8589385822510822,1.5020935384060388,1.379834339271839
60,39,0.0,0.0,0.2025178571428571,0.1675,0.2025178571428571,0.2025178571428571,1.059319520757021,0.4233720238095238,0.4187529761904761,0.4421170634920635
60,40,0.6581726190476189,0.9016666666666668,2.270954094516595,2.8960402236652265,1.0195089285714285,2.416627795815296,1.0170089285714283,1.9865505952380955,2.0114702380952387,1.9989375000000005
60,41,0.0099404761904761,0.4204320540570541,0.5349320540570541,0.8600453296703293,0.9300661630036626,0.7922499999999999,0.2765178571428571,0.2717857142857143,0.7717916666666668,0.7717916666666668
60,42,0.3304074675324674,2.6673623390498387,0.9328938838938844,0.8380417013542012,0.3259777236652236,1.0166607142857145,0.733621878121878,0.0298705808080808,0.9838756313131312,1.0376249999999998
60,45,1.4325143398268407,5.541164731102231,2.2868769841269847,2.22110064935065,3.6414923063048064,2.398999701687204,4.751247252747251,0.8261984126984128,1.383791756854256,2.463977272727273
60,47,9.925105006847978,18.1653760621362,25.30091257648747,14.725892718052854,10.562044732988207,6.735199327837602,17.383741485796428,8.583817671527859,10.517677281694631,8.971603928131097
60,48,9.951309739397509,17.766258603435876,25.00797444284085,14.433103178674656,9.28508429461374,6.194849877582843,15.994085971760043,8.672507227831302,9.838277070786804,6.816820052657744
60,49,0.7955396825396825,0.0434047619047619,1.2540908327783336,0.7214061355311356,1.0257251984126987,1.0679751984126986,1.086371031746032,0.9857291666666668,1.0284791666666668,0.9857291666666668
60,51,0.3761974206349208,0.5720480769230769,0.5744915293040291,0.4731716269841269,0.1019742063492063,0.9910863095238096,1.0587946428571429,1.0504613095238096,1.037815476190476,1.0326488095238096
60,55,2.472377074314573,2.403791756854256,2.384914321789321,2.4592377899877893,2.851697420634919,2.9554613095238085,3.379166070041068,3.660144570707071,2.8874401154401155,1.7465574078699084
60,56,0.8627777777777778,0.8616527777777776,1.563341068653568,0.086095238095238,0.0910952380952381,0.9198749999999998,1.618016663891663,0.9216666666666667,1.6609197469197463,0.0871279761904762
60,61,1.3566101190476192,1.1435508658008662,0.689047619047619,1.0,1.0,1.0,1.70673115079365,1.7856755952380956,1.802805555555556,2.0372817460317454
60,64,0.981003968253968,1.6208535700410704,1.3935169552669546,0.948642857142857,1.206210622710623,1.0189136904761904,2.6003823953823946,2.472380591630591,1.5974494047619046,1.6058869047619049
60,65,0.0463690476190476,0.5959722222222222,0.1227400793650794,0.0703297258297258,0.5873055555555555,1.7627106782106767,1.1275787337662335,1.8311799242424227,1.4498046536796536,1.179029761904762
60,67,0.9374775432900436,1.0001755952380953,1.4877966894216894,0.8432083333333334,1.38343206099456,1.0190860389610388,1.5661822413697408,1.3176952283827286,3.293124902874901,1.275457521645021
60,87,1.462399549674842,1.7526877637079137,3.874910061394588,2.5005998538732657,3.428408421721951,2.231063404011456,2.500587401483364,2.05717209925241,3.301612278125336,2.66534846144168
60,88,1.4377529761904753,1.1040972222222216,1.446993055555555,3.393695075757573,3.349565892440891,4.812519841269838,3.5945665584415587,2.1383402777777785,2.135323412698413,2.2466390692640696
60,89,1.2647257395382396,2.9961674783549808,0.5993492063492064,1.0176270604395603,1.2651851412476411,1.092757215007215,1.0461857864357862,1.071167929292929,0.9264623778998784,1.0717929292929291
60,91,0.9598819444444444,0.1980138888888889,1.0645095598845595,1.0099999999999998,1.9465279997779987,1.0212063492063492,1.0432767857142855,1.4824834748584743,0.6014583333333333,1.0014999999999998
60,92,1.005,1.215368326118326,3.0921838023088024,1.3141222943722952,2.498133207070707,0.859507554945055,1.165880501443002,3.441759317071816,0.8183184523809524,1.270625
60,94,1.3658053751803751,2.3348668518981035,1.316801406926407,1.5461704892329888,1.127818272005772,2.2999244574869566,1.7195628052503054,1.0076190476190476,1.529981837606838,1.5912110042735046
60,99,6.112563149098689,3.711531433792989,5.791236131180959,5.285821460394945,3.54249473830264,4.336646318223537,5.688876650244567,2.9349801405959783,3.988144983520933,2.155524896753004
60,100,1.833722222222222,0.0239583333333333,1.1170041486291489,1.0294742965367965,1.037551587301587,1.0260753968253968,0.9390387806637804,0.8539873737373737,1.065957341269841,0.0204166666666666
60,105,0.989720238095238,0.0532470238095238,1.0166130952380952,2.041295364357864,0.990970238095238,1.3594331501831511,2.130154491341992,1.7960416666666668,2.1468072691197686,0.8341528055278054
60,106,0.9995,0.9258381132756138,1.0003333333333333,0.9607142857142856,1.698359938672438,0.9732142857142856,1.0049583333333332,0.9865791847041848,0.9790434704184706,1.697422438672438
60,109,5.450034517731141,8.654590704828674,12.31080948403972,8.608085334627061,3.662874933523287,4.551168054512798,6.371771415204051,4.964329664419423,3.389140269461038,4.499223077436969
60,111,1.130010635198135,1.003672619047619,1.005547619047619,1.4574180333555344,1.0149940476190475,1.016619047619047,1.611687333499834,1.4589116994117004,1.980602182539683,1.1624226190476188
60,112,0.5690416666666667,0.9922516233766234,0.847125,0.9876325757575756,1.4061801948051955,0.8387083333333334,0.183125,1.4008392857142864,0.8325,0.955279761904762
60,114,0.8561668470418473,3.863113074425576,4.062623806748806,0.8756390692640695,4.56951982045732,0.8865059523809523,0.8803890692640696,1.042166666666667,0.8870267857142856,2.0846029942279944
60,116,0.0037083333333333,0.8317559523809525,0.5907295204795205,0.8758168220668224,4.05347852841603,4.21088725857476,4.4966650363525416,1.1442880522255532,1.0771511474636484,0.8466709887334888
60,121,0.143297619047619,0.7928908730158735,0.9065313852813855,1.0335175865800867,1.0292827380952383,0.0998749999999999,1.6685438172938163,1.026513888888889,0.9664275793650796,1.8543970057720047
60,122,1.772489989177489,1.8514493145743147,1.0128779761904767,1.8640137987013,1.136081349206349,1.0307757936507935,1.0585744047619046,1.0094494047619047,0.9771250000000004,0.9794563492063492
60,124,4.1790058034368895,6.143442813774409,6.994067605762825,7.507791419293639,6.011233612204816,5.893115517844702,4.599093772681804,3.57124061451554,4.805778277687095,7.063524003238114
60,125,71.9717048721467,78.7620459814304,112.81054529456472,86.90299752121301,60.204841690762585,68.68362852193573,78.26620439531405,75.21072920319068,79.40014605763277,61.259991327260366
60,126,19.0962170459238,13.5043341079515,18.379012465083253,17.157990433208244,15.852871556689635,11.92132422703202,16.604040214545773,16.61103739275986,23.01827495931385,16.121470844194373
60,128,0.0208392857142857,1.0015416666666668,0.0187559523809523,0.3907809343434343,0.9592361943611942,1.0093333333333332,0.8837886904761909,1.008708333333333,0.9744912518037516,1.0095416666666666
60,153,1.23084117965368,0.6857956349206349,0.0560734126984127,1.8187386363636364,1.804289231601732,1.0053502886002887,1.3812842712842717,1.1961230158730154,0.5702400793650794,1.020906746031746
60,154,3.380233766233764,1.021484397546897,1.848647456709956,3.236180215617716,1.7417380952380954,2.016536706349207,3.714322531635032,1.042030753968254,1.5838047438672436,1.4796951659451665
60,156,0.7997916666666667,0.1994601856476857,4.134177579365077,1.9559255952380945,1.9265892857142848,5.268995670995671,2.872379419191919,2.593242334054834,2.5967423340548343,2.593242334054834
60,163,1.0427440476190473,0.0220833333333333,1.6604938464313468,0.0442083333333333,1.028767857142857,0.9646160714285716,0.0450416666666666,1.6574105130980137,0.9891964285714288,1.0133690476190476
60,164,1.968924755799756,1.0606230158730157,1.9843116605616609,3.754442911255412,1.0890158730158723,1.1076865079365077,1.8081506132756129,2.112975351037852,1.5693374819624817,1.7302002164502164
60,165,0.9995833333333332,0.9995833333333332,1.060382305194805,0.0192638888888888,0.9983333333333332,0.0192638888888888,0.0220138888888888,1.023825063825064,0.99875,1.083065774503274
60,166,1.036843253968254,0.904843253968254,1.0005416666666669,1.6975132367632373,1.0257767857142857,1.4599995490620492,1.028468253968254,2.3655034271284268,0.7228333333333333,1.309497023809524
60,167,1.0362638888888889,1.9505133685758684,1.133418650793651,1.0183888888888888,1.023222222222222,1.0183888888888888,1.291447059884559,0.9874374999999996,0.9467456709956708,1.4945581709956717
60,168,0.9992371031746028,0.6202073412698412,1.0094950396825395,1.6923652597402594,1.0007351190476188,1.0665734126984128,0.9887321428571428,0.9919940476190476,0.8325,0.9849315476190476
60,169,2.5878271103896107,1.4202997835497837,1.4487421536796543,1.694657918470418,1.424049783549784,2.576956765456764,0.8634287518037519,1.1684314574314576,1.235430735930736,0.8707142857142857
60,170,1.1645257936507931,2.274612554112556,2.2628675144300163,2.968144390331889,2.300599567099569,2.358807900432902,3.776713744588743,0.9933035714285714,0.993720238095238,1.0295833333333335
60,172,0.0909583333333333,0.08725,1.0115952380952382,0.8721369047619048,0.9719851190476194,1.0595040584415585,1.0047916666666667,1.0860773809523807,0.931532738095238,1.6412021103896095
60,174,2.297717622655122,0.973141414141414,2.755422799422799,2.089326208513708,1.3986597985347986,2.8216658549783555,2.0244244227994224,1.3782014652014656,1.388256028693529,0.965483676046176
60,175,1.0677404401154391,1.892176587301588,1.3247608225108225,1.9435525793650803,2.007837301587302,1.0017311507936508,1.1094513888888893,1.0927113095238092,0.8419781746031744,2.5652308247308246
60,176,1.954877615440115,1.1184862914862912,2.6459437229437244,1.986664051226552,1.3669209956709951,1.9042056277056283,2.525388923576424,1.20234595959596,2.303464826839827,1.917712662337662
60,180,0.9675,0.9675,0.9675,1.3253863428238433,0.96875,0.0561031746031746,1.00075,0.9995,0.9675,0.0566031746031746
60,192,1.006708333333333,0.990875,1.0078333333333331,0.0934821428571428,0.8994566197691195,0.0928571428571428,1.0354692460317458,0.9901011904761904,1.5652299783549772,1.4172996031746032
60,201,0.3302797619047619,0.1567708333333333,1.1434666305916306,0.1559375,0.1567708333333333,0.325,0.4971747835497838,0.32625,0.32625,0.32625
60,210,1.0053869047619048,0.4048419913419913,1.7936663197913212,1.681623376623378,1.1315575396825388,2.703968011155512,2.858898656898658,0.6661577380952383,1.0967976190476183,2.874323981573984
60,211,1.3249980158730168,1.4203569624819627,2.007192009379512,1.2551785714285717,1.2545535714285714,1.5382470238095238,1.5307192460317456,0.3735952380952381,1.4600266053391069,0.9279285714285715
60,213,0.7873111471861469,0.7807694805194805,1.0086831709956707,0.9953889790764796,1.01068262987013,2.6185275072150067,1.018902867965368,0.9349166666666666,2.473570526695527,0.7795202922077923
