Store,Product,2024-04-15,2024-04-22,2024-04-29,2024-05-06,2024-05-13,2024-05-20,2024-05-27,2024-06-03
61,288,0,2,0,0,0,1,0,0
61,289,2,2,3,3,2,2,2,0
61,291,2,3,3,4,2,2,2,0
61,292,0,0,0,2,0,1,0,1
61,293,1,1,2,2,1,0,0,0
61,295,0,0,0,0,0,0,0,0
61,296,0,0,0,0,0,0,2,0
62,1,0,0,0,0,1,0,1,0
62,2,0,3,4,4,2,2,3,3
62,6,0,0,0,2,0,0,0,0
62,8,0,0,4,5,3,3,3,0
62,12,1,0,2,0,0,1,0,0
62,13,0,0,0,0,0,0,0,0
62,14,0,2,2,2,0,1,2,0
62,19,0,0,0,0,0,0,0,0
62,20,0,0,0,0,0,0,0,0
62,21,0,0,0,3,0,0,0,0
62,22,1,0,2,0,0,0,2,2
62,23,77,98,118,119,83,82,94,92
62,29,2,0,4,4,2,0,3,3
62,37,1,2,2,2,0,1,1,1
62,40,0,0,6,6,3,0,4,3
62,47,11,14,16,17,11,11,13,13
62,48,11,13,16,16,11,11,12,12
62,50,0,0,0,0,0,0,1,0
62,52,2,2,0,3,1,0,2,0
62,61,2,2,0,3,2,2,2,2
62,63,2,2,3,3,0,0,2,0
62,64,3,4,5,5,0,3,4,4
62,70,0,2,0,2,0,0,0,0
62,72,0,1,0,0,0,0,1,1
62,74,0,2,3,0,0,0,0,0
62,77,0,2,2,2,0,1,0,0
62,80,4,5,6,6,4,4,4,4
62,84,0,2,3,3,2,0,0,0
62,86,0,2,0,2,1,0,0,2
62,87,4,5,6,7,4,4,5,5
62,88,0,4,5,5,3,3,3,4
62,89,0,5,6,6,4,4,5,4
62,90,1,0,0,0,1,0,2,0
62,91,2,2,2,3,0,1,2,2
62,92,2,3,4,4,2,2,3,2
62,93,0,0,0,0,1,1,0,1
62,94,2,3,3,4,2,2,0,0
62,96,0,0,0,0,0,1,1,0
62,99,10,13,16,17,11,10,12,12
62,100,2,2,3,3,0,2,2,2
62,102,2,0,0,4,0,2,3,0
62,104,0,0,2,0,0,0,0,0
62,107,0,0,5,5,0,0,3,3
62,112,0,0,3,0,2,0,0,2
62,113,2,0,0,0,0,0,0,0
62,114,0,0,0,0,0,2,0,0
62,117,2,2,0,2,2,1,2,2
62,118,2,2,0,0,0,0,2,2
62,119,1,2,0,0,1,0,2,2
62,120,0,1,2,2,0,0,1,0
62,121,0,1,2,2,0,0,0,1
62,126,17,22,28,29,17,17,20,19
62,128,3,4,0,0,3,3,4,4
62,135,4,4,6,6,0,0,0,4
62,136,3,4,5,5,3,3,4,4
62,141,0,3,4,4,0,2,3,0
62,143,0,0,0,5,0,3,0,0
62,146,0,0,0,3,0,0,2,0
62,147,0,0,3,0,0,0,0,0
62,148,0,0,0,4,0,0,0,0
62,151,1,0,0,0,0,0,0,2
62,153,2,2,3,3,0,2,2,2
62,154,3,4,5,6,3,3,4,4
62,155,0,2,3,0,0,0,1,2
62,156,0,0,0,0,0,0,0,0
62,159,2,3,4,4,2,2,3,3
62,160,0,2,0,2,1,1,2,0
62,161,2,2,0,3,2,2,2,2
62,162,0,2,3,0,1,1,2,2
62,163,0,0,0,2,0,1,1,1
62,164,2,3,4,4,0,0,0,3
62,165,0,2,2,3,0,2,2,2
62,166,0,2,2,2,0,1,1,0
62,169,2,2,3,3,0,0,0,0
62,170,3,4,4,5,3,0,0,0
62,171,1,0,0,0,1,0,2,0
62,172,0,2,0,3,2,2,2,2
62,175,1,2,2,0,1,1,1,2
62,176,3,4,5,5,0,0,0,3
62,177,0,2,3,0,0,0,2,2
62,178,2,3,4,4,2,2,3,0
62,190,1,2,2,2,0,1,1,1
62,191,1,0,2,2,0,1,1,0
62,192,0,0,0,2,0,1,0,2
62,198,0,0,0,0,0,0,0,0
62,199,4,4,5,6,0,4,4,4
62,202,2,0,3,3,0,2,0,0
62,203,0,2,0,2,0,0,0,1
62,204,0,3,4,0,0,2,3,0
62,205,1,0,0,0,0,1,0,0
62,206,0,3,0,3,2,2,2,0
62,209,0,0,2,0,0,0,1,1
62,210,0,4,4,5,3,3,0,0
62,213,0,0,3,3,2,0,2,0
62,214,4,0,0,6,4,4,4,4
62,216,0,4,4,4,3,3,3,3
62,217,1,1,2,2,0,0,1,0
62,218,3,3,4,4,3,0,3,3
62,224,0,0,0,0,0,0,0,0
62,225,0,0,0,0,0,0,0,0
62,226,0,0,0,0,0,0,0,0
62,233,0,0,0,0,0,0,2,0
62,238,2,3,3,3,0,0,0,2
62,239,0,0,0,0,0,0,2,0
62,246,0,0,0,0,0,0,0,2
62,248,2,3,4,0,2,2,3,3
62,254,1,0,2,2,0,0,2,1
62,262,1,1,0,0,0,1,0,0
62,268,1,1,0,2,0,0,1,0
62,271,0,1,0,2,0,1,0,0
62,276,2,0,3,0,0,0,2,0
62,278,2,2,0,3,2,0,2,2
62,279,2,0,3,3,2,2,0,2
62,281,2,0,4,0,2,2,0,3
62,282,0,2,3,0,0,2,0,0
62,283,1,2,0,2,1,1,2,0
62,284,0,0,0,3,0,1,2,2
62,287,2,0,3,3,0,2,2,2
62,288,1,0,2,2,0,1,1,0
62,289,0,2,0,2,0,1,1,1
62,291,1,0,0,0,0,0,0,0
62,294,0,2,0,0,0,0,2,2
62,296,0,2,0,0,0,0,2,2
63,2,0,2,3,3,0,2,0,2
63,19,0,0,2,2,0,1,1,1
63,23,75,85,105,106,74,74,79,79
63,27,0,0,0,3,2,0,0,0
63,30,0,0,4,4,0,2,3,3
63,47,11,13,16,16,10,10,12,12
63,48,10,12,15,15,10,10,11,11
63,49,0,3,3,3,0,2,2,0
63,53,0,0,0,2,1,0,0,0
63,54,6,7,9,10,6,6,7,7
63,56,2,3,4,0,0,2,3,3
63,63,3,4,0,5,0,0,0,0
63,73,0,1,0,0,0,0,1,0
63,83,2,0,3,0,0,2,0,2
63,87,1,0,0,0,0,0,2,2
63,88,0,2,2,2,0,0,0,0
63,92,1,2,0,2,0,1,2,2
63,97,1,1,0,0,1,0,0,0
63,99,5,6,7,7,5,5,5,5
63,100,0,1,1,2,0,0,1,1
63,107,0,0,0,4,3,0,0,0
63,111,0,2,3,3,2,2,2,0
63,113,0,0,2,2,0,0,1,0
63,119,0,0,0,0,0,0,0,0
63,124,0,92,0,107,0,0,0,0
63,126,0,16,0,20,13,0,15,14
63,128,1,2,2,2,1,0,1,0
63,135,3,4,5,5,3,0,0,3
63,136,4,0,7,7,4,4,5,5
63,138,0,2,0,3,1,0,2,0
63,154,0,1,2,2,0,0,1,1
63,160,0,1,1,2,1,0,0,1
63,168,1,1,0,2,0,0,1,0
63,169,2,0,0,3,2,0,0,2
63,178,2,2,3,3,2,2,2,2
63,186,21,25,30,29,21,20,23,22
63,188,0,0,0,0,0,0,0,0
63,189,2,0,3,4,2,0,0,0
63,200,2,2,3,3,0,0,0,2
63,207,0,0,3,0,0,0,0,0
63,213,1,2,2,0,0,1,0,0
63,214,1,0,0,0,0,0,0,0
63,218,0,0,0,0,0,0,0,0
63,227,0,0,0,0,0,0,0,0
63,228,0,0,0,0,0,0,0,0
63,234,0,0,0,0,0,0,0,0
63,237,0,0,0,0,0,0,0,0
63,239,0,0,0,0,0,0,0,2
63,240,0,0,0,0,0,0,0,0
63,268,1,0,0,2,0,0,0,0
63,278,0,2,0,0,1,0,1,1
63,279,1,0,0,0,0,0,1,0
63,284,0,2,2,2,1,1,2,2
63,290,1,0,0,0,1,0,0,0
64,4,0,2,2,0,1,0,0,2
64,16,6,7,8,8,6,6,6,6
64,17,57,64,69,72,54,54,58,57
64,20,0,0,0,2,1,0,1,0
64,21,0,0,0,3,0,0,0,0
64,23,46,54,67,64,44,44,50,48
64,55,4,5,6,0,0,4,5,0
64,63,0,2,0,0,0,0,0,0
64,103,10,14,17,18,11,11,13,12
64,150,2,2,0,3,2,2,0,0
64,193,0,0,0,0,0,0,0,0
64,238,0,0,0,3,0,2,2,2
65,126,7,9,0,13,7,7,9,9
66,124,8,9,11,11,7,7,8,9
66,126,0,0,0,0,0,0,0,6
