Store,Product,2024-04-15,2024-04-22,2024-04-29,2024-05-06,2024-05-13,2024-05-20,2024-05-27,2024-06-03
60,250,0,0,1,1,2,3,0,1
60,263,1,0,1,1,1,1,0,1
60,265,1,1,2,2,2,1,1,2
60,266,1,1,1,1,1,1,1,1
60,267,0,1,1,1,1,1,1,0
60,268,1,2,2,1,1,1,2,1
60,270,1,1,1,1,1,1,1,0
60,272,0,1,1,1,1,1,1,1
60,276,1,2,0,2,1,1,1,1
60,278,2,2,1,3,1,1,1,3
60,279,2,3,2,2,1,2,2,3
60,280,0,1,0,0,1,0,3,1
60,281,2,0,2,1,2,2,2,3
60,282,3,1,1,2,1,0,2,2
60,289,1,0,1,1,2,3,1,1
60,296,0,0,2,0,1,0,1,2
61,0,1,3,2,1,1,1,2,1
61,2,1,2,2,2,1,1,1,1
61,3,1,2,3,3,1,2,4,2
61,4,1,4,2,2,2,4,3,2
61,5,1,1,1,2,0,1,1,2
61,7,0,1,2,3,1,2,2,1
61,8,1,2,2,2,4,1,3,3
61,9,1,1,1,1,1,1,1,1
61,10,2,2,2,2,3,2,2,1
61,11,1,1,1,1,0,1,1,1
61,12,1,0,2,1,1,1,1,2
61,13,1,1,1,0,1,1,2,0
61,14,0,1,1,1,0,1,1,0
61,15,6,8,9,4,4,7,5,7
61,19,0,1,1,1,1,1,1,0
61,20,1,1,2,1,1,1,2,2
61,21,1,1,1,2,0,1,1,2
61,22,0,1,1,0,1,1,1,1
61,23,54,119,136,101,120,145,96,61
61,24,1,3,3,0,0,1,1,1
61,26,1,1,0,0,1,2,1,1
61,27,1,1,3,2,1,2,2,1
61,29,1,1,1,1,1,1,1,1
61,30,1,2,2,2,1,2,2,1
61,31,1,2,1,2,1,0,1,1
61,32,1,3,3,4,1,1,1,2
61,33,1,1,1,1,1,1,1,2
61,34,1,1,1,1,1,1,1,1
61,35,1,2,2,1,1,1,2,1
61,36,1,1,1,3,2,1,2,1
61,37,1,1,1,2,1,0,1,1
61,38,4,3,4,3,1,3,3,2
61,39,1,2,2,3,2,2,2,2
61,42,2,4,4,3,2,2,2,2
61,43,1,0,1,1,1,1,1,1
61,44,1,3,3,2,1,1,1,1
61,45,2,4,4,3,4,2,0,1
61,46,1,0,1,2,1,1,1,0
61,47,23,49,59,57,33,38,37,38
61,48,28,44,48,41,29,34,36,29
61,49,2,2,3,2,1,1,2,1
61,50,2,2,2,2,1,4,1,3
61,51,3,1,0,2,1,1,1,3
61,52,1,1,1,1,1,0,1,2
61,53,1,1,1,1,1,1,1,1
61,54,5,11,12,9,6,8,9,4
61,57,1,1,2,1,3,1,2,1
61,58,1,0,0,0,1,1,1,1
61,59,0,1,1,1,1,2,1,1
61,60,0,1,1,1,1,1,1,1
61,61,2,2,1,2,3,1,2,2
61,62,6,5,9,9,5,4,5,2
61,63,1,1,1,1,1,1,1,1
61,64,1,5,4,2,1,3,2,2
61,65,2,4,3,4,3,2,2,2
61,66,1,1,1,1,1,1,1,1
61,67,2,1,1,1,2,2,2,3
61,68,1,1,0,1,0,1,1,1
61,69,1,1,1,1,1,0,1,1
61,70,1,1,1,1,1,0,1,1
61,71,0,3,4,4,3,0,2,2
61,73,1,2,1,1,0,1,1,1
61,75,1,1,1,1,0,1,1,0
61,76,1,1,2,3,1,2,0,1
61,78,0,1,1,1,1,1,0,1
61,79,1,1,1,1,1,1,1,1
61,80,2,2,2,4,2,2,3,2
61,81,1,2,1,1,0,1,0,0
61,82,1,3,2,0,2,2,0,2
61,83,1,1,2,1,1,1,1,2
61,85,1,1,1,2,1,1,1,1
61,87,3,2,2,4,3,2,3,3
61,88,3,4,5,6,5,4,4,5
61,89,3,5,5,4,2,6,2,4
61,91,1,2,2,4,2,2,2,2
61,92,2,3,3,4,2,2,2,2
61,94,1,2,2,2,1,1,1,1
61,95,0,1,3,5,0,2,2,2
61,98,1,1,1,1,1,1,0,1
61,99,11,7,13,9,9,9,7,5
61,100,2,3,3,3,2,4,2,3
61,101,1,1,0,1,1,1,0,1
61,105,0,1,1,0,1,1,1,1
61,107,1,3,3,3,2,2,3,1
61,108,2,1,0,0,0,0,1,1
61,109,9,15,14,10,8,8,9,10
61,110,0,0,1,1,1,0,1,1
61,113,1,0,1,2,0,1,0,1
61,114,1,2,3,6,3,3,3,1
61,115,1,1,2,2,1,1,1,1
61,119,1,1,1,1,1,1,1,1
61,120,0,1,1,1,1,1,1,1
61,121,1,1,2,1,1,0,1,0
61,123,1,2,2,2,3,1,3,1
61,124,67,106,123,93,54,56,82,58
61,126,8,9,9,9,4,5,4,6
61,127,0,3,3,2,1,2,2,1
61,128,3,3,4,2,5,1,3,2
61,129,2,1,3,0,2,3,1,2
61,130,3,3,6,4,2,4,2,0
61,131,2,2,6,2,0,2,3,4
61,132,3,4,2,2,1,0,1,1
61,133,2,3,9,4,3,7,6,6
61,134,1,0,1,1,1,1,1,0
61,135,2,2,4,2,1,1,1,2
61,136,0,3,5,4,3,4,3,3
61,137,0,1,1,0,1,0,1,1
61,138,1,1,1,2,1,0,1,1
61,139,0,2,0,0,0,2,1,3
61,140,1,1,1,1,0,1,1,1
61,141,1,1,2,3,1,2,2,1
61,142,1,1,0,0,0,0,1,1
61,144,1,1,1,2,1,1,1,1
61,145,1,2,1,1,1,1,0,1
61,146,1,2,3,1,1,1,2,2
61,148,2,2,2,3,1,1,1,1
61,149,2,4,4,11,2,2,2,1
61,150,4,3,4,4,3,2,2,2
61,152,2,3,6,7,2,2,1,0
61,153,1,1,2,3,1,2,1,1
61,154,3,4,5,7,2,2,2,5
61,155,1,3,1,1,1,1,1,2
61,156,2,4,4,2,2,1,0,0
61,157,1,3,2,2,1,1,1,1
61,158,1,2,2,1,1,0,1,1
61,166,1,3,1,1,2,1,1,1
61,167,1,3,1,2,1,1,1,2
61,168,1,1,2,1,2,2,1,1
61,173,0,1,1,1,1,1,1,1
61,175,3,2,2,1,2,2,1,1
61,178,2,3,4,3,2,4,2,1
61,179,1,1,1,1,1,1,1,1
61,180,0,2,3,3,1,1,6,2
61,181,0,1,0,2,1,1,1,1
61,183,0,1,0,0,0,1,1,1
61,184,0,1,1,0,1,0,2,1
61,185,1,4,2,1,0,0,1,1
61,187,1,1,1,1,1,1,0,0
61,188,0,2,1,0,1,1,1,0
61,190,1,1,1,1,1,1,1,1
61,192,1,0,0,2,1,0,0,0
61,194,0,1,1,0,1,1,1,0
61,195,0,1,1,0,0,0,1,1
61,196,1,1,1,1,1,1,1,1
61,197,0,1,2,0,1,1,1,0
61,198,0,1,1,1,1,0,1,0
61,199,1,6,1,5,2,4,2,3
61,200,2,1,1,2,1,1,2,1
61,201,3,2,3,7,2,3,7,2
61,202,2,3,0,1,0,2,6,5
61,208,1,1,1,1,1,1,1,0
61,210,1,2,4,7,2,4,1,2
61,211,1,3,3,2,3,1,1,1
61,212,0,0,0,3,1,0,1,1
61,213,1,1,2,1,1,1,1,1
61,214,7,4,3,10,4,7,3,4
61,215,1,1,1,1,1,0,1,1
61,216,3,4,2,3,4,2,1,1
61,217,2,3,2,3,2,2,1,1
61,218,4,4,5,4,3,3,2,3
61,219,1,0,0,1,1,1,1,0
61,220,0,0,0,2,0,3,0,0
61,221,0,3,0,1,0,2,0,0
61,222,1,2,1,0,0,0,0,0
61,223,0,1,2,1,1,1,1,0
61,224,2,2,3,0,0,4,4,3
61,226,1,8,7,8,2,7,7,3
61,230,0,1,1,0,0,0,0,0
61,231,0,0,0,3,0,0,1,0
61,232,0,0,0,2,3,0,0,2
61,233,0,0,1,2,1,1,2,1
61,234,1,0,1,1,0,0,0,1
61,238,1,2,2,2,1,1,1,1
61,239,0,1,1,1,0,1,1,1
61,241,0,3,2,0,1,4,3,0
61,242,0,1,1,2,1,1,0,0
61,244,1,1,1,2,1,1,1,1
61,245,1,1,1,1,1,1,1,2
61,246,1,1,1,1,0,1,1,0
61,247,1,1,1,1,1,1,1,1
61,248,1,1,1,1,1,1,1,0
61,249,1,1,1,1,1,0,0,1
61,251,1,1,2,0,1,1,1,0
61,252,1,1,1,1,1,1,1,1
61,253,0,1,0,1,1,1,1,1
61,254,1,0,1,1,2,1,1,2
61,255,2,2,1,0,1,2,1,2
61,256,1,0,1,1,0,1,1,0
61,257,1,1,1,1,1,1,1,1
61,258,1,1,1,0,1,1,1,2
61,259,1,1,1,1,0,1,1,1
61,260,1,1,1,1,1,0,1,1
61,261,1,2,2,1,1,1,1,3
61,262,1,1,1,2,2,1,1,1
61,263,0,1,1,1,1,1,0,1
61,264,1,1,1,1,1,1,1,2
61,265,1,1,1,1,1,1,2,1
61,266,1,0,0,1,1,1,1,1
61,267,1,0,1,0,2,1,1,1
61,268,2,2,0,1,1,1,2,0
61,269,2,2,3,2,2,2,2,2
61,271,1,1,1,2,1,2,2,1
61,272,1,1,2,2,2,2,2,1
61,273,1,1,1,2,1,1,2,2
61,274,1,1,1,1,1,1,0,0
61,275,2,1,0,0,1,1,2,2
61,276,1,1,1,0,2,1,1,1
61,277,1,1,2,1,1,2,2,1
61,278,1,7,6,4,7,4,7,6
61,279,3,3,3,3,3,4,3,1
61,280,1,1,1,1,1,2,1,1
61,281,1,5,2,6,4,3,4,7
61,282,3,3,2,1,3,4,7,1
61,284,1,1,1,1,1,1,1,1
61,285,1,1,1,1,0,1,1,1
61,286,1,1,1,1,1,0,1,2
61,287,2,1,1,2,3,1,2,0
61,288,1,1,0,1,1,1,1,2
61,289,2,1,2,2,1,1,1,1
61,291,1,1,1,1,1,2,1,1
61,292,1,1,1,1,0,1,1,1
61,293,1,1,1,1,1,1,1,0
61,295,1,1,0,0,1,1,1,1
61,296,0,0,0,0,1,0,1,1
62,1,1,0,0,1,1,0,1,1
62,2,1,2,2,3,2,2,2,2
62,6,0,1,0,2,0,0,0,0
62,8,1,1,3,3,2,3,1,2
62,12,1,1,1,1,1,2,1,0
62,13,1,1,0,1,1,1,0,1
62,14,0,1,1,1,0,1,2,1
62,19,1,1,1,1,1,0,0,1
62,20,0,1,1,1,1,1,0,1
62,21,1,1,0,3,0,2,0,1
62,22,2,1,2,1,1,1,4,2
62,23,33,79,58,51,45,47,45,33
62,29,1,1,1,1,1,1,1,1
62,37,1,1,1,1,1,1,1,1
62,40,1,0,2,2,1,1,2,1
62,47,7,19,17,13,10,9,17,10
62,48,8,20,18,14,7,6,12,7
62,50,1,1,1,1,1,1,1,1
62,52,1,1,0,1,1,0,1,1
62,61,2,1,0,1,1,2,1,1
62,63,1,2,1,1,0,1,1,1
62,64,2,5,5,3,1,1,4,1
62,70,0,2,1,2,0,1,1,1
62,72,0,1,0,1,1,1,1,1
62,74,1,2,4,2,0,0,0,0
62,77,1,2,2,2,1,2,1,0
62,80,3,4,4,5,2,3,4,2
62,84,1,2,1,3,2,1,1,1
62,86,1,1,1,1,1,1,1,1
62,87,2,2,4,3,2,2,3,1
62,88,1,4,5,3,5,4,3,2
62,89,1,3,5,4,4,3,5,2
62,90,2,0,1,1,1,1,2,0
62,91,1,1,1,2,1,1,1,1
62,92,1,1,1,2,1,1,1,1
62,93,1,0,1,1,1,1,1,1
62,94,2,1,2,3,1,1,1,1
62,96,1,0,1,1,0,1,1,1
62,99,9,7,10,11,8,11,6,6
62,100,1,3,1,3,1,1,3,2
62,102,3,0,2,3,2,1,1,1
62,104,0,1,2,1,0,1,0,0
62,107,2,0,4,4,0,1,2,2
62,112,0,1,2,2,2,0,0,2
62,113,1,1,1,1,1,0,1,1
62,114,2,1,2,2,1,2,1,2
62,117,1,2,1,2,4,4,2,2
62,118,2,2,0,0,0,2,2,3
62,119,1,2,1,2,2,1,2,2
62,120,0,1,1,1,1,0,1,1
62,121,1,2,1,1,1,1,0,1
62,126,4,14,18,7,4,9,10,8
62,128,3,3,2,3,4,3,5,2
62,135,2,4,7,3,1,1,2,2
62,136,1,2,2,3,1,1,1,2
62,141,1,2,4,8,1,4,3,1
62,143,1,1,1,3,1,5,1,4
62,146,1,1,3,7,0,2,2,2
62,147,0,1,3,2,0,0,3,1
62,148,2,0,1,5,0,0,2,0
62,151,1,0,0,0,0,0,0,1
62,153,1,2,1,3,1,1,3,1
62,154,1,2,4,4,3,2,4,2
62,155,0,2,2,0,1,1,1,2
62,156,1,2,1,2,1,1,0,1
62,159,1,3,3,2,2,2,2,2
62,160,3,2,1,1,1,1,1,1
62,161,2,2,1,2,1,2,2,2
62,162,1,1,1,1,1,1,1,1
62,163,1,1,1,1,1,1,1,1
62,164,1,3,4,3,0,1,0,2
62,165,1,1,1,2,1,1,1,1
62,166,0,1,1,2,1,1,1,1
62,169,2,2,2,3,1,1,1,1
62,170,2,2,4,4,2,1,1,1
62,171,2,1,1,2,2,1,2,1
62,172,1,1,3,3,3,2,4,3
62,175,2,2,2,1,2,2,2,1
62,176,1,2,3,2,1,2,1,2
62,177,1,2,2,1,1,1,2,1
62,178,4,2,2,2,1,2,2,1
62,190,1,1,1,1,1,1,1,1
62,191,1,0,2,1,1,1,1,1
62,192,0,1,1,1,1,1,1,1
62,198,0,0,0,1,0,0,1,0
62,199,2,4,4,4,1,2,3,2
62,202,1,1,1,1,1,1,1,0
62,203,0,1,2,1,1,1,1,1
62,204,1,2,1,0,1,1,3,1
62,205,1,0,1,1,1,1,1,1
62,206,1,2,1,2,2,3,4,2
62,209,1,0,2,1,1,1,1,1
62,210,2,4,4,4,4,2,3,2
62,213,0,2,3,3,3,3,2,3
62,214,4,2,1,4,2,3,4,2
62,216,3,2,3,4,2,2,3,3
62,217,1,1,1,1,0,1,1,0
62,218,2,4,3,2,2,2,3,2
62,224,2,1,3,1,0,0,3,1
62,225,0,0,0,0,0,0,1,0
62,226,6,7,2,4,2,4,4,4
62,233,0,1,1,2,0,0,1,1
62,238,1,2,2,2,1,1,1,1
62,239,2,2,1,3,1,0,1,1
62,246,1,0,1,0,1,0,1,1
62,248,2,2,2,1,2,2,3,1
62,254,1,1,2,1,0,0,2,1
62,262,2,1,1,0,0,1,1,1
62,268,1,1,1,1,0,0,1,0
62,271,1,1,1,1,0,1,1,0
62,276,2,1,2,1,1,1,4,1
62,278,1,1,1,1,1,1,1,1
62,279,1,1,1,1,1,1,1,1
62,281,1,2,2,1,2,2,2,2
62,282,1,1,2,1,1,1,1,1
62,283,2,1,1,2,1,1,2,0
62,284,1,2,1,2,2,2,2,2
62,287,2,0,1,1,1,1,1,1
62,288,1,1,1,2,1,1,1,1
62,289,0,1,1,1,0,1,1,1
62,291,1,1,1,1,1,0,1,1
62,294,0,1,0,0,0,1,2,1
62,296,1,1,1,1,1,1,1,1
63,2,1,2,2,5,2,1,1,1
63,19,1,1,1,1,0,1,1,1
63,23,34,93,58,60,68,52,51,36
63,27,1,1,1,2,2,1,0,1
63,30,1,1,1,1,1,2,1,2
63,47,5,14,18,12,8,9,8,5
63,48,5,13,16,12,8,9,8,3
63,49,0,2,3,2,1,1,3,2
63,53,1,1,1,1,1,0,1,1
63,54,4,8,9,5,5,3,4,3
63,56,2,1,1,1,1,1,1,1
63,63,2,2,2,2,1,1,1,0
63,73,0,1,1,1,1,1,1,1
63,83,1,1,2,0,0,2,0,2
63,87,1,1,1,1,1,1,1,1
63,88,0,1,1,1,1,1,1,0
63,92,1,2,1,2,0,2,2,2
63,97,1,1,1,1,1,1,1,1
63,99,3,2,6,6,4,3,3,2
63,100,1,1,1,1,1,0,1,1
63,107,1,1,1,7,1,0,1,1
63,111,1,1,2,2,1,1,1,0
63,113,1,1,1,2,1,1,2,1
63,119,1,0,1,0,2,1,1,0
63,124,56,95,92,91,46,53,54,58
63,126,8,12,18,17,9,7,15,20
63,128,2,2,1,1,1,1,1,1
63,135,1,2,3,2,2,1,1,1
63,136,2,2,3,3,2,4,2,2
63,138,1,1,1,1,2,0,1,0
63,154,1,2,3,2,1,0,2,2
63,160,1,1,1,1,1,0,1,1
63,168,1,1,1,1,1,1,1,0
63,169,2,1,1,3,2,0,0,2
63,178,2,2,2,3,2,2,2,2
63,186,20,25,25,23,15,17,23,22
63,188,0,1,1,1,1,1,1,0
63,189,2,1,1,2,3,1,1,1
63,200,2,1,2,1,2,1,2,2
63,207,1,0,1,1,2,2,1,0
63,213,2,3,2,1,1,2,1,0
63,214,2,0,1,2,1,0,1,1
63,218,0,1,2,0,0,1,0,1
63,227,2,4,0,3,2,0,0,0
63,228,1,0,1,1,0,0,1,1
63,234,1,1,1,0,1,1,1,1
63,237,1,2,0,0,0,0,1,2
63,239,1,1,3,0,1,0,1,1
63,240,0,3,2,3,0,0,0,0
63,268,1,1,1,1,0,1,1,1
63,278,0,1,0,0,2,0,2,2
63,279,2,0,2,0,1,1,2,1
63,284,1,1,3,2,1,3,2,1
63,290,2,0,1,1,1,1,1,0
64,4,1,1,1,1,1,1,0,1
64,16,7,7,5,7,5,8,4,4
64,17,38,51,68,58,36,50,57,55
64,20,1,1,0,1,1,1,1,1
64,21,1,0,1,2,2,1,1,1
64,23,31,67,55,50,35,31,57,15
64,55,3,4,2,1,2,4,4,1
64,63,1,2,1,1,0,1,0,1
64,103,5,8,7,6,5,7,7,5
64,150,1,1,0,2,1,1,0,0
64,193,0,1,1,0,0,1,0,0
64,238,0,2,1,1,1,1,2,1
65,126,4,2,1,3,4,3,2,2
66,124,4,6,10,6,7,7,3,5
66,126,2,2,3,2,0,2,3,2
