Store,Product,15/04/2024,22/04/2024,29/04/2024,06/05/2024,13/05/2024,20/05/2024,27/05/2024,03/06/2024
60,49,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,51,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
60,55,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
60,56,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,61,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,64,1,1,1,1,1,1,1,1
60,65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,67,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
60,87,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
60,88,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
60,89,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,91,1,1,1,1,1,1,1,1
60,92,1,1,1,1,1,1,1,1
60,94,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,99,5.088641454,4.616954783,5.347776657,4.968683401,5.811800873,4.595300687,4.710403175,5.339166811
60,100,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,105,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,106,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,109,3.224854032,3.392130389,4.313749064,5.216061403,4.440300685,3.792099563,3.738396158,3.39270932
60,111,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,112,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,114,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
60,116,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,121,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
60,122,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,124,4.900331486,3.877764308,4.920650456,4.823603665,5.24141316,4.455109719,4.724824761,4.174898596
60,125,58.68102213,62.87819558,74.21788575,139.4407002,125.7703274,81.37464771,87.89984043,71.20958326
60,126,6.047021661,10.87266915,9.021994994,18.25320941,19.27158299,10.60156025,17.1645687,15.86887976
60,128,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,153,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,154,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
60,156,1,1,1,1,1,1,1,1
60,163,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,164,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
60,165,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,166,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,167,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
60,168,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,169,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
60,170,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
60,172,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
60,174,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125
60,175,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,176,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
60,180,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
60,192,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,201,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,210,1,1,1,1,1,1,1,1
60,211,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
60,213,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
60,214,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
60,215,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
60,216,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
60,226,2,2,2,2,2,2,2,2
60,229,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
60,235,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
60,236,2,2,2,2,2,2,2,2
60,237,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125
60,240,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
60,243,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,250,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
60,263,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
60,265,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
60,266,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
60,267,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
60,268,1,1,1,1,1,1,1,1
60,270,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,272,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,276,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
60,278,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
60,279,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
60,280,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,281,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
60,282,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
60,289,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
60,296,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,0,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,2,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,3,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,4,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
61,5,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,7,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,8,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,10,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,12,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,13,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,14,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,15,3.193437433,3.704026969,4.005762042,4.729517302,3.320449493,3.483696511,3.897068237,3.322931167
61,19,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,20,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,21,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,22,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,23,115.4918842,97.87927427,141.102647,89.98848469,117.9068426,105.3049813,124.6796468,80.81563849
61,24,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
61,26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,27,1.42527165,0.74260096,1.211534726,2.408856379,2.321948963,1.723984539,3.023288942,2.358015196
61,29,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
61,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,31,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,32,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,33,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,35,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,36,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,37,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
61,38,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,39,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
61,42,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,43,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,44,1,1,1,1,1,1,1,1
61,45,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625
61,46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,47,28.08577678,20.79720204,41.69888868,50.93850565,53.31435388,38.16930299,37.11162301,39.50318992
61,48,30.02883568,21.2880945,44.06661439,54.24164525,46.51845172,38.04766451,36.46264015,37.78735419
61,49,1,1,1,1,1,1,1,1
61,50,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,51,1,1,1,1,1,1,1,1
61,52,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,53,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,54,4.352408608,3.385063815,4.281399773,6.227686349,5.726601572,4.99006064,4.959871522,4.965166157
61,57,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,58,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,59,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,60,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,61,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125
61,62,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25
61,63,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,64,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,65,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
61,66,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,67,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,68,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,69,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125
61,70,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,71,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,73,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,75,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,76,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,78,1,1,1,1,1,1,1,1
61,79,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,80,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,82,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,83,1,1,1,1,1,1,1,1
61,85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,87,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
61,88,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
61,89,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,91,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,92,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,94,1,1,1,1,1,1,1,1
61,95,1,1,1,1,1,1,1,1
61,98,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
61,99,7.901731398,7.574924578,7.310928745,7.904379876,7.297519999,7.794256038,7.331839981,7.309204388
61,100,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,101,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,105,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,107,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,108,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,109,8.749874414,8.054143424,9.713258422,20.93894017,12.99456908,11.07880224,11.74822893,11.20974919
61,110,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,113,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,114,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,115,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,119,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,120,1,1,1,1,1,1,1,1
61,121,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,123,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
61,124,53.55965104,69.17244889,145.6014714,183.1431441,191.3127764,99.82800842,101.6181335,92.61740947
61,126,6.315363449,11.19886933,6.698145083,29.15160734,16.50509163,11.44358501,18.7505957,14.92594421
61,127,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125
61,128,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,129,2,2,2,2,2,2,2,2
61,130,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
61,131,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,132,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
61,133,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625
61,134,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,135,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
61,136,2.459280161,2.327562436,2.720092677,3.413638658,2.901569416,2.735775782,2.847020816,2.979036865
61,137,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,138,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,139,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
61,140,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,141,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,142,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
61,144,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,145,1,1,1,1,1,1,1,1
61,146,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,148,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,149,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,150,1,1,1,1,1,1,1,1
61,152,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
61,153,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,154,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
61,155,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,156,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125
61,157,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,158,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,166,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,167,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,168,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,173,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,175,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,178,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,179,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,180,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625
61,181,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,183,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,184,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,185,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,187,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,188,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,190,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,192,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,194,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,195,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,196,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,197,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,198,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,199,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
61,200,2,2,2,2,2,2,2,2
61,201,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125
61,202,1,1,1,1,1,1,1,1
61,208,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,210,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
61,211,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
61,212,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,213,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,214,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875
61,215,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125
61,216,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
61,217,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,218,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
61,219,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,220,2,2,2,2,2,2,2,2
61,221,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,222,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,223,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,224,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
61,226,5.375,5.375,5.375,5.375,5.375,5.375,5.375,5.375
61,230,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
