Store,Product,2024-05-06,2024-05-13,2024-05-20
5,126,3.75,3.31,3.37
60,10,0.76,0.74,0.72
60,100,1.03,0.81,0.8
60,105,1.41,1.3,1.27
60,106,0.88,0.78,0.76
60,109,5.94,4.68,4.71
60,111,0.99,0.77,0.78
60,112,0.93,0.78,0.78
60,114,1.61,1.33,1.32
60,116,0.81,0.86,0.89
60,121,0.81,0.57,0.58
60,122,0.69,0.53,0.53
60,124,7.16,6.33,6.49
60,125,80.51,72.05,72.19
60,126,5.21,5.09,5.07
60,128,2.12,1.49,1.44
60,153,0.92,0.69,0.68
60,154,2.12,1.75,1.72
60,156,1.75,1.46,1.45
60,163,0.58,0.5,0.5
60,164,1.62,1.38,1.31
60,165,0.59,0.5,0.5
60,166,0.68,0.76,0.71
60,167,0.89,0.69,0.74
60,168,0.68,0.6,0.61
60,169,1.16,0.96,0.97
60,170,1.49,1.2,1.14
60,172,1.09,0.87,0.91
60,174,1.83,1.53,1.6
60,175,1.04,0.87,0.88
60,176,1.66,1.39,1.39
60,18,1.05,0.94,0.97
60,180,1.31,1.19,1.18
60,19,1.18,1.14,1.15
60,192,1.12,0.87,0.86
60,2,0.98,0.77,0.78
60,20,0.98,0.95,0.95
60,201,1.0,0.97,0.97
60,21,1.03,0.98,0.99
60,210,1.42,1.18,1.19
60,211,1.73,1.33,1.38
60,213,0.67,0.66,0.67
60,214,3.6,3.0,2.91
60,215,1.01,0.83,0.82
60,216,1.82,1.49,1.51
60,22,0.93,0.86,0.86
60,226,3.28,2.88,2.85
60,229,1.75,1.44,1.44
60,23,82.17,73.87,72.04
60,235,2.34,2.23,2.31
60,236,1.82,1.65,1.79
60,237,1.34,1.13,1.16
60,240,1.88,1.36,1.24
60,243,0.67,0.58,0.58
60,25,1.89,1.79,1.76
60,250,0.99,0.98,0.99
60,263,0.47,0.44,0.44
60,265,0.62,0.62,0.62
60,266,0.64,0.62,0.62
60,267,0.63,0.6,0.6
60,268,1.01,0.92,0.93
60,270,0.71,0.7,0.74
60,272,0.63,0.62,0.63
60,276,0.62,0.57,0.57
60,278,0.98,1.08,1.07
60,279,0.86,0.86,0.84
60,28,0.63,0.66,0.68
60,280,0.82,0.78,0.76
60,281,1.07,1.06,1.07
60,282,0.98,1.0,0.99
60,289,0.89,0.92,0.93
60,29,1.58,1.35,1.36
60,296,0.63,0.71,0.72
60,3,1.34,1.34,1.32
60,30,0.96,1.01,1.03
60,33,1.0,0.93,0.94
60,39,1.02,0.8,0.81
60,4,1.36,1.32,1.34
60,40,1.02,0.86,0.87
60,41,0.71,0.58,0.56
60,42,1.73,1.15,1.1
60,45,2.75,2.12,2.08
60,47,13.43,11.59,10.74
60,48,12.64,10.6,9.98
60,49,1.27,0.94,0.96
60,51,1.36,1.13,1.03
60,55,2.46,1.69,1.52
60,56,0.84,0.83,0.83
60,61,0.77,0.8,0.81
60,64,1.62,1.2,1.2
60,65,0.87,0.62,0.63
60,67,0.65,0.65,0.66
60,7,1.17,0.87,0.88
60,8,1.33,1.26,1.32
60,87,2.18,1.84,1.82
60,88,2.84,2.39,2.4
60,89,1.26,1.09,1.08
60,91,1.07,0.92,0.91
60,92,1.25,1.06,1.04
60,94,1.02,0.85,0.83
60,99,7.34,5.73,5.73
61,0,0.94,0.81,0.81
61,10,0.99,0.9,0.91
61,100,1.39,1.14,1.13
61,101,0.66,0.5,0.53
61,105,1.56,1.5,1.56
61,107,1.67,1.23,1.22
61,108,0.76,0.81,0.79
61,109,11.4,10.54,10.05
61,11,0.59,0.56,0.53
61,110,0.64,0.54,0.53
61,113,0.94,0.84,0.87
61,114,3.46,3.0,2.99
61,115,0.89,0.68,0.68
61,119,0.7,0.77,0.78
61,12,0.76,0.65,0.62
61,120,1.14,0.88,0.88
61,121,1.01,0.68,0.69
61,123,2.15,2.07,2.13
61,124,95.73,84.98,83.82
61,126,4.85,5.12,5.69
61,127,1.2,1.15,1.17
61,128,2.11,1.84,1.84
61,129,2.44,2.25,2.23
61,13,0.66,0.62,0.62
61,130,3.29,3.08,2.97
61,131,2.25,1.98,1.98
61,132,1.72,1.49,1.5
61,133,4.07,3.87,3.84
61,134,0.87,0.77,0.76
61,135,2.01,1.63,1.63
61,136,2.8,2.41,2.47
61,137,0.66,0.53,0.54
61,138,1.19,1.02,1.02
61,139,0.72,0.69,0.7
61,14,0.77,0.63,0.57
61,140,0.56,0.48,0.48
61,141,2.23,1.81,1.78
61,142,0.69,0.72,0.69
61,144,0.88,0.83,0.85
61,145,0.99,0.94,0.94
61,146,1.25,1.04,1.05
61,148,1.69,1.31,1.3
61,149,1.41,1.36,1.3
61,15,5.82,4.66,4.66
61,150,2.3,2.32,2.3
61,152,1.71,1.3,1.29
61,153,0.93,0.83,0.79
61,154,2.87,2.46,2.45
61,155,1.24,1.13,1.15
61,156,2.11,1.79,1.8
61,157,1.38,0.96,0.94
61,158,1.18,0.9,0.91
61,166,0.99,0.85,0.88
61,167,1.16,0.91,0.92
61,168,0.68,0.61,0.63
61,173,0.88,0.64,0.63
61,175,1.43,1.29,1.22
61,178,1.62,1.37,1.33
61,179,0.56,0.46,0.47
61,180,2.19,2.11,2.08
61,181,1.31,1.23,1.21
61,183,0.87,0.83,0.79
61,184,1.1,1.01,1.02
61,185,0.59,0.42,0.43
61,187,0.99,0.55,0.52
61,188,0.62,0.45,0.47
61,19,0.73,0.64,0.65
61,190,0.79,0.66,0.61
61,192,0.65,0.62,0.58
61,194,0.57,0.48,0.47
61,195,0.86,0.75,0.75
61,196,0.71,0.6,0.6
61,197,1.19,0.98,0.99
61,198,0.97,0.86,0.84
61,199,1.93,1.71,1.67
61,2,1.28,1.05,1.06
61,20,0.95,0.95,0.94
61,200,1.87,1.88,1.86
61,201,2.23,2.1,2.08
61,202,1.09,1.13,1.07
61,208,0.83,0.73,0.74
61,21,1.0,0.91,0.91
61,210,2.81,2.29,2.28
61,211,2.09,1.58,1.56
61,212,0.44,0.36,0.38
61,213,0.74,0.72,0.73
61,214,5.04,4.49,4.34
61,215,0.93,0.73,0.68
61,216,1.95,1.61,1.61
61,217,0.59,0.54,0.51
61,218,2.4,1.96,1.97
61,219,0.56,0.48,0.46
61,22,0.76,0.7,0.72
61,220,1.73,1.72,1.71
61,221,0.78,0.69,0.67
61,222,0.61,0.59,0.61
61,223,0.85,0.68,0.7
61,224,1.39,1.31,1.19
61,226,9.06,7.27,7.04
61,23,88.62,95.61,91.74
61,230,0.53,0.58,0.59
61,231,1.05,0.77,0.77
61,232,1.06,0.86,0.86
61,233,0.96,0.7,0.71
61,234,0.75,0.52,0.54
61,238,1.12,1.06,1.07
61,239,0.74,0.54,0.52
61,24,1.27,1.07,1.07
61,241,1.5,1.39,1.4
61,242,0.85,0.7,0.69
61,244,0.58,0.54,0.55
61,245,0.74,0.68,0.69
61,246,0.59,0.61,0.56
61,247,0.65,0.62,0.64
61,248,0.67,0.7,0.71
61,249,0.71,0.66,0.66
61,251,0.43,0.36,0.37
61,252,0.51,0.51,0.52
61,253,0.54,0.46,0.48
61,254,0.67,0.67,0.68
61,255,1.04,0.9,0.91
61,256,0.8,0.76,0.78
61,257,1.11,1.0,1.02
61,258,0.86,0.84,0.8
61,259,0.67,0.64,0.65
61,26,0.96,0.73,0.75
61,260,0.58,0.55,0.57
61,261,0.71,0.67,0.73
61,262,1.2,1.15,1.23
61,263,0.61,0.56,0.59
61,264,0.87,0.85,0.86
61,265,1.04,1.05,1.1
61,266,1.2,0.96,0.98
61,267,0.54,0.51,0.52
61,268,0.82,0.72,0.7
61,269,0.94,1.01,0.98
61,27,2.7,2.78,2.84
61,271,0.79,0.77,0.78
61,272,0.84,0.88,0.89
61,273,0.92,0.93,0.94
61,274,0.72,0.63,0.64
61,275,0.59,0.55,0.56
61,276,0.54,0.52,0.53
61,277,1.19,1.14,1.16
61,278,1.81,1.93,1.95
61,279,1.72,1.77,1.78
61,280,1.04,0.96,0.95
61,281,2.17,2.12,2.19
61,282,1.67,1.56,1.57
61,284,0.52,0.58,0.6
61,285,0.8,0.72,0.72
61,286,0.73,0.74,0.75
61,287,0.96,0.89,0.9
61,288,0.86,0.84,0.87
61,289,0.96,0.98,0.97
61,29,1.27,1.16,1.18
61,291,0.83,0.83,0.84
61,292,0.67,0.5,0.48
61,293,0.71,0.56,0.53
61,295,0.6,0.59,0.6
61,296,0.66,0.75,0.76
61,3,1.71,1.5,1.61
61,30,1.0,0.84,0.92
61,31,1.13,0.86,0.86
61,32,1.13,0.79,0.8
61,33,1.25,1.2,1.21
61,34,0.61,0.61,0.62
61,35,0.83,0.75,0.76
61,36,0.76,0.68,0.69
61,37,0.65,0.56,0.57
61,38,2.31,1.54,1.55
61,39,3.31,2.87,2.8
61,4,1.85,1.64,1.71
61,42,2.29,1.77,1.78
61,43,0.62,0.56,0.56
61,44,0.85,0.82,0.84
61,45,2.61,1.99,1.89
61,46,0.67,0.57,0.61
61,47,37.17,32.92,33.07
61,48,41.49,32.58,31.56
61,49,1.52,1.09,1.13
61,5,0.57,0.5,0.51
61,50,1.18,1.13,1.15
61,51,0.93,0.75,0.75
61,52,0.76,0.68,0.71
61,53,0.62,0.64,0.58
61,54,10.91,7.56,7.16
61,57,1.1,0.96,1.0
61,58,0.55,0.42,0.42
61,59,0.61,0.55,0.55
61,60,0.53,0.5,0.51
61,61,1.87,1.85,1.89
61,62,4.31,4.13,4.18
61,63,1.4,1.11,1.08
61,64,1.66,1.25,1.26
61,65,1.76,1.49,1.42
61,66,0.65,0.56,0.55
61,67,1.34,1.42,1.44
61,68,1.11,0.94,0.95
61,69,0.8,0.82,0.86
61,7,1.47,1.14,1.2
61,70,1.19,0.92,1.03
61,71,1.51,1.13,1.13
61,73,1.13,0.73,0.73
61,75,0.78,0.75,0.76
61,76,1.29,1.08,1.08
61,78,0.89,0.79,0.8
61,79,0.68,0.54,0.54
61,8,1.85,1.8,1.79
61,80,2.21,2.1,2.06
61,81,0.79,0.74,0.71
61,82,1.34,1.08,1.09
61,83,1.52,1.17,1.17
61,85,0.73,0.68,0.73
61,87,2.44,2.02,1.88
61,88,3.43,3.07,2.87
61,89,1.73,1.54,1.57
61,9,0.62,0.63,0.61
61,91,1.46,1.2,1.16
61,92,1.14,0.97,0.96
61,94,1.39,1.23,1.22
61,95,1.29,1.01,1.05
61,98,0.52,0.48,0.47
61,99,8.58,7.52,7.61
62,1,0.61,0.61,0.63
62,100,1.58,1.28,1.28
62,102,1.29,1.22,1.22
62,104,1.29,0.99,1.0
62,107,2.23,1.62,1.59
62,112,1.06,0.93,0.94
62,113,0.95,0.91,0.91
62,114,1.11,0.93,0.94
62,117,0.8,0.79,0.8
62,118,0.65,0.7,0.71
62,119,1.18,1.06,1.03
62,12,0.73,0.67,0.68
62,120,0.75,0.67,0.68
62,121,1.04,0.76,0.77
62,126,5.47,5.15,4.96
62,128,2.53,1.89,1.84
62,13,0.63,0.6,0.6
62,135,1.71,1.46,1.46
62,136,1.63,1.47,1.49
62,14,0.64,0.46,0.47
62,141,1.6,1.24,1.23
62,143,1.64,1.52,1.55
62,146,1.2,0.96,0.97
62,147,1.16,0.99,1.0
62,148,2.87,1.98,1.98
62,151,0.68,0.75,0.77
62,153,1.24,1.03,1.01
62,154,2.82,2.37,2.35
62,155,0.59,0.46,0.45
62,156,2.04,1.61,1.64
62,159,2.12,1.69,1.67
62,160,0.63,0.52,0.52
62,161,0.85,0.8,0.81
62,162,0.84,0.79,0.82
62,163,0.56,0.45,0.47
62,164,1.87,1.7,1.71
62,165,0.96,0.76,0.78
62,166,0.64,0.65,0.64
62,169,1.18,0.94,0.92
62,170,1.93,1.49,1.59
62,171,0.88,0.85,0.86
62,172,1.08,0.86,0.87
62,175,1.1,0.95,0.84
62,176,1.57,1.33,1.32
62,177,0.87,0.81,0.81
62,178,1.4,1.15,1.12
62,19,0.66,0.61,0.63
62,190,0.68,0.56,0.55
62,191,0.46,0.32,0.32
62,192,1.26,1.01,1.0
62,198,0.61,0.62,0.59
62,199,1.73,1.7,1.66
62,2,1.74,1.41,1.37
62,20,0.69,0.67,0.68
62,202,0.85,0.83,0.96
62,203,0.57,0.52,0.52
62,204,1.36,1.45,1.38
62,205,0.51,0.5,0.5
62,206,1.2,1.09,1.08
62,209,0.67,0.53,0.59
62,21,0.84,0.78,0.79
62,210,2.36,1.94,1.96
62,213,1.08,0.99,1.01
62,214,3.62,3.02,3.0
62,216,2.04,1.71,1.72
62,217,0.49,0.41,0.4
62,218,3.62,2.87,2.51
62,22,0.78,0.76,0.76
62,224,0.81,0.77,0.77
62,225,0.51,0.49,0.49
62,226,8.16,6.51,6.56
62,23,53.62,52.04,52.93
62,233,1.18,0.8,0.82
62,238,1.08,1.04,1.03
62,239,0.92,0.59,0.61
62,246,0.66,0.64,0.65
62,248,0.97,1.0,1.01
62,254,0.56,0.52,0.52
62,262,0.61,0.57,0.58
62,268,0.68,0.61,0.62
62,271,0.42,0.4,0.41
62,276,0.55,0.54,0.55
62,278,0.99,0.94,0.95
62,279,0.8,0.8,0.78
62,281,1.13,1.01,1.03
62,282,1.01,0.9,0.93
62,283,0.56,0.52,0.52
62,284,0.64,0.71,0.73
62,287,0.86,0.77,0.78
62,288,0.75,0.77,0.77
62,289,0.71,0.72,0.72
62,29,0.95,0.82,0.84
62,291,0.72,0.66,0.67
62,294,0.9,0.87,0.88
62,296,0.56,0.62,0.63
62,37,0.76,0.59,0.6
62,40,1.61,1.26,1.21
62,47,11.18,9.63,9.33
62,48,11.0,9.23,8.95
62,50,0.63,0.6,0.6
62,52,0.75,0.68,0.69
62,6,0.88,0.71,0.71
62,61,0.83,0.86,0.86
62,63,1.78,1.2,1.11
62,64,2.41,1.99,2.01
62,70,1.16,0.96,0.97
62,72,0.41,0.43,0.42
62,74,1.36,1.12,1.12
62,77,1.17,0.84,0.87
62,8,2.06,1.97,1.99
62,80,2.2,2.03,2.03
62,84,1.46,1.18,1.22
62,86,1.03,0.77,0.79
62,87,2.96,2.67,2.65
62,88,3.18,2.68,2.62
62,89,3.06,2.62,2.6
62,90,1.16,0.97,0.99
62,91,1.25,0.99,0.97
62,92,1.29,1.07,1.05
62,93,0.76,0.65,0.64
62,94,1.21,1.02,1.01
62,96,0.58,0.56,0.56
62,99,11.33,9.58,9.38
63,100,0.61,0.55,0.53
63,107,2.55,1.85,1.85
63,111,1.17,1.05,1.1
63,113,0.71,0.65,0.65
63,119,0.57,0.59,0.6
63,124,86.67,79.97,80.64
63,126,6.36,6.71,6.8
63,128,1.81,1.11,1.05
63,135,1.64,1.43,1.41
63,136,2.33,2.08,2.09
63,138,0.71,0.66,0.66
63,154,0.71,0.69,0.72
63,160,0.42,0.38,0.39
63,168,0.61,0.56,0.56
63,169,1.13,0.9,0.91
63,178,1.29,1.03,0.99
63,186,19.22,17.73,17.72
63,188,0.85,0.63,0.63
63,189,2.02,1.7,1.6
63,19,0.62,0.57,0.58
63,2,1.14,0.89,0.84
63,200,0.71,0.66,0.65
63,207,1.23,1.01,0.96
63,213,0.89,0.84,0.87
63,214,1.54,1.24,1.17
63,218,1.03,0.75,0.75
63,227,2.81,2.02,1.99
63,228,0.67,0.69,0.69
63,23,67.36,71.63,64.71
63,234,0.53,0.48,0.49
63,237,1.31,1.11,0.98
63,239,0.77,0.6,0.6
63,240,1.97,1.39,1.12
63,268,0.82,0.69,0.69
63,27,0.64,0.67,0.68
63,278,0.61,0.69,0.7
63,279,0.63,0.66,0.69
63,284,0.48,0.49,0.49
63,290,0.6,0.54,0.55
63,30,0.73,0.71,0.7
63,47,13.93,10.52,9.97
63,48,13.1,9.83,8.9
63,49,1.75,1.31,1.33
63,53,0.6,0.63,0.63
63,54,7.03,5.38,5.39
63,56,1.17,1.16,1.16
63,63,2.13,1.57,1.54
63,73,1.15,0.68,0.7
63,83,1.33,1.03,1.03
63,87,0.95,0.84,0.79
63,88,0.94,0.85,0.83
63,92,0.97,0.79,0.79
63,97,0.6,0.53,0.54
63,99,3.86,3.47,3.44
64,103,4.02,3.77,3.74
64,150,0.78,0.71,0.72
64,16,4.02,3.99,4.05
64,17,36.58,37.71,37.94
64,193,0.89,0.69,0.7
64,20,0.72,0.67,0.68
64,21,0.95,0.96,1.01
64,23,15.5,20.98,25.38
64,238,0.99,1.0,1.04
64,4,0.85,0.89,0.89
64,55,1.47,1.23,1.24
64,63,1.35,1.02,1.03
65,126,3.34,3.04,3.03
66,124,7.05,6.43,6.47
66,126,2.59,2.68,2.65
6,124,7.63,7.25,7.27
7,126,1.65,1.48,1.44
8,126,3.07,2.21,2.12
9,124,20.01,18.91,18.9
9,126,2.16,2.2,2.25
9,49,0.78,0.71,0.66
