Store,Product,2024-05-06,2024-05-13,2024-05-20
64,21,0,0,0
64,23,19,23,24
64,55,1,2,1
64,63,1,1,1
64,103,3,3,3
64,150,1,1,1
64,193,1,1,1
64,238,1,1,1
65,126,4,4,4
66,124,6,5,5
66,126,1,1,1
